"数据年月","商品编码","商品名称","贸易伙伴编码","贸易伙伴名称","贸易方式编码","贸易方式名称","注册地编码","注册地名称","第一数量","第一计量单位","第二数量","第二计量单位","美元",
"202601","85177950","光通信设备的激光收发模块","110","中国香港","10","一般贸易","52","贵州省","1225","千克","0","?","95,327",
"202601","85177950","光通信设备的激光收发模块","110","中国香港","15","进料加工贸易","32","江苏省","4264","千克","0","?","8,103,183",
"202601","85177950","光通信设备的激光收发模块","110","中国香港","15","进料加工贸易","33","浙江省","152","千克","0","?","194,202",
"202601","85177950","光通信设备的激光收发模块","110","中国香港","15","进料加工贸易","35","福建省","19","千克","0","?","25,001",
"202601","85177950","光通信设备的激光收发模块","110","中国香港","15","进料加工贸易","44","广东省","2","千克","0","?","30,489",
"202601","85177950","光通信设备的激光收发模块","110","中国香港","15","进料加工贸易","51","四川省","36","千克","0","?","52,150",
"202601","85177950","光通信设备的激光收发模块","110","中国香港","33","保税监管场所进出境货物","44","广东省","19","千克","0","?","2,453",
"202601","85177950","光通信设备的激光收发模块","110","中国香港","34","海关特殊监管区域物流货物","11","北京市","1","千克","0","?","7,186",
"202601","85177950","光通信设备的激光收发模块","110","中国香港","34","海关特殊监管区域物流货物","32","江苏省","5","千克","0","?","25,882",
"202601","85177950","光通信设备的激光收发模块","110","中国香港","34","海关特殊监管区域物流货物","44","广东省","2480","千克","0","?","1,793,501",
"202601","85177950","光通信设备的激光收发模块","111","印度","10","一般贸易","11","北京市","3","千克","0","?","751",
"202601","85177950","光通信设备的激光收发模块","111","印度","10","一般贸易","21","辽宁省","11","千克","0","?","3,221",
"202601","85177950","光通信设备的激光收发模块","111","印度","10","一般贸易","22","吉林省","32","千克","0","?","576",
"202601","85177950","光通信设备的激光收发模块","111","印度","10","一般贸易","23","黑龙江省","72","千克","0","?","3,700",
"202601","85177950","光通信设备的激光收发模块","111","印度","10","一般贸易","31","上海市","116","千克","0","?","44,171",
"202601","85177950","光通信设备的激光收发模块","111","印度","10","一般贸易","32","江苏省","160","千克","0","?","116,550",
"202601","85177950","光通信设备的激光收发模块","111","印度","10","一般贸易","33","浙江省","10","千克","0","?","998",
"202601","85177950","光通信设备的激光收发模块","111","印度","10","一般贸易","35","福建省","211","千克","0","?","1,263",
"202601","85177950","光通信设备的激光收发模块","111","印度","10","一般贸易","36","江西省","7","千克","0","?","13,726",
"202601","85177950","光通信设备的激光收发模块","111","印度","10","一般贸易","37","山东省","135","千克","0","?","27,245",
"202601","85177950","光通信设备的激光收发模块","111","印度","10","一般贸易","41","河南省","19","千克","0","?","210",
"202601","85177950","光通信设备的激光收发模块","111","印度","10","一般贸易","42","湖北省","1528","千克","0","?","963,425",
"202601","85177950","光通信设备的激光收发模块","111","印度","10","一般贸易","44","广东省","1409","千克","0","?","567,474",
"202601","85177950","光通信设备的激光收发模块","111","印度","10","一般贸易","46","海南省","11","千克","0","?","520",
"202601","85177950","光通信设备的激光收发模块","111","印度","10","一般贸易","51","四川省","165","千克","0","?","603,775",
"202601","85177950","光通信设备的激光收发模块","111","印度","10","一般贸易","61","陕西省","6","千克","0","?","5,550",
"202601","85177950","光通信设备的激光收发模块","111","印度","10","一般贸易","65","新疆维吾尔自治区","3","千克","0","?","53",
"202601","85177950","光通信设备的激光收发模块","111","印度","15","进料加工贸易","32","江苏省","9","千克","0","?","61,035",
"202601","85177950","光通信设备的激光收发模块","111","印度","15","进料加工贸易","44","广东省","0","千克","0","?","8,148",
"202601","85177950","光通信设备的激光收发模块","111","印度","15","进料加工贸易","51","四川省","26","千克","0","?","163,941",
"202601","85177950","光通信设备的激光收发模块","111","印度","33","保税监管场所进出境货物","44","广东省","0","千克","0","?","948",
"202601","85177950","光通信设备的激光收发模块","111","印度","34","海关特殊监管区域物流货物","32","江苏省","1263","千克","0","?","599,529",
"202601","85177950","光通信设备的激光收发模块","111","印度","39","其他","21","辽宁省","0","千克","0","?","38",
"202601","85177950","光通信设备的激光收发模块","111","印度","39","其他","33","浙江省","2","千克","0","?","22",
"202601","85177950","光通信设备的激光收发模块","112","印度尼西亚","10","一般贸易","11","北京市","2","千克","0","?","5,488",
"202601","85177950","光通信设备的激光收发模块","112","印度尼西亚","10","一般贸易","31","上海市","6","千克","0","?","135,675",
"202601","85177950","光通信设备的激光收发模块","112","印度尼西亚","10","一般贸易","32","江苏省","44","千克","0","?","5,927",
"202601","85177950","光通信设备的激光收发模块","112","印度尼西亚","10","一般贸易","33","浙江省","18","千克","0","?","20,194",
"202601","85177950","光通信设备的激光收发模块","112","印度尼西亚","10","一般贸易","35","福建省","25","千克","0","?","43,024",
"202601","85177950","光通信设备的激光收发模块","112","印度尼西亚","10","一般贸易","37","山东省","0","千克","0","?","27",
"202601","85177950","光通信设备的激光收发模块","112","印度尼西亚","10","一般贸易","42","湖北省","227","千克","0","?","107,436",
"202601","85177950","光通信设备的激光收发模块","112","印度尼西亚","10","一般贸易","44","广东省","2309","千克","0","?","1,920,055",
"202601","85177950","光通信设备的激光收发模块","112","印度尼西亚","10","一般贸易","45","广西壮族自治区","77","千克","0","?","1,438",
"202601","85177950","光通信设备的激光收发模块","112","印度尼西亚","10","一般贸易","52","贵州省","19","千克","0","?","4,579",
"202601","85177950","光通信设备的激光收发模块","112","印度尼西亚","10","一般贸易","53","云南省","7","千克","0","?","6,744",
"202601","85177950","光通信设备的激光收发模块","112","印度尼西亚","15","进料加工贸易","35","福建省","1","千克","0","?","3,191",
"202601","85177950","光通信设备的激光收发模块","112","印度尼西亚","34","海关特殊监管区域物流货物","32","江苏省","63","千克","0","?","9,949",
"202601","85177950","光通信设备的激光收发模块","112","印度尼西亚","34","海关特殊监管区域物流货物","44","广东省","276","千克","0","?","103,328",
"202601","85177950","光通信设备的激光收发模块","112","印度尼西亚","39","其他","42","湖北省","6","千克","0","?","113,747",
"202601","85177950","光通信设备的激光收发模块","113","伊朗","10","一般贸易","33","浙江省","0","千克","0","?","428",
"202601","85177950","光通信设备的激光收发模块","113","伊朗","10","一般贸易","44","广东省","240","千克","0","?","235,645",
"202601","85177950","光通信设备的激光收发模块","113","伊朗","10","一般贸易","46","海南省","50","千克","0","?","1,480",
"202601","85177950","光通信设备的激光收发模块","113","伊朗","34","海关特殊监管区域物流货物","31","上海市","39","千克","0","?","47,450",
"202601","85177950","光通信设备的激光收发模块","114","伊拉克","10","一般贸易","11","北京市","1","千克","0","?","3,420",
"202601","85177950","光通信设备的激光收发模块","114","伊拉克","10","一般贸易","33","浙江省","2","千克","0","?","315",
"202601","85177950","光通信设备的激光收发模块","114","伊拉克","10","一般贸易","44","广东省","578","千克","0","?","98,333",
"202601","85177950","光通信设备的激光收发模块","114","伊拉克","34","海关特殊监管区域物流货物","32","江苏省","304","千克","0","?","38,792",
"202601","85177950","光通信设备的激光收发模块","115","以色列","10","一般贸易","31","上海市","44","千克","0","?","235,002",
"202601","85177950","光通信设备的激光收发模块","115","以色列","10","一般贸易","32","江苏省","5","千克","0","?","27,153",
"202601","85177950","光通信设备的激光收发模块","115","以色列","10","一般贸易","33","浙江省","9","千克","0","?","30,283",
"202601","85177950","光通信设备的激光收发模块","115","以色列","10","一般贸易","35","福建省","1","千克","0","?","980",
"202601","85177950","光通信设备的激光收发模块","115","以色列","10","一般贸易","41","河南省","4","千克","0","?","792",
"202601","85177950","光通信设备的激光收发模块","115","以色列","10","一般贸易","42","湖北省","14","千克","0","?","30,440",
"202601","85177950","光通信设备的激光收发模块","115","以色列","10","一般贸易","44","广东省","383","千克","0","?","239,578",
"202601","85177950","光通信设备的激光收发模块","115","以色列","10","一般贸易","51","四川省","123","千克","0","?","211,094",
"202601","85177950","光通信设备的激光收发模块","115","以色列","10","一般贸易","65","新疆维吾尔自治区","38","千克","0","?","2,710",
"202601","85177950","光通信设备的激光收发模块","115","以色列","15","进料加工贸易","32","江苏省","46","千克","0","?","192,907",
"202601","85177950","光通信设备的激光收发模块","115","以色列","15","进料加工贸易","33","浙江省","1","千克","0","?","936",
"202601","85177950","光通信设备的激光收发模块","115","以色列","34","海关特殊监管区域物流货物","35","福建省","4","千克","0","?","3,003",
"202601","85177950","光通信设备的激光收发模块","116","日本","10","一般贸易","11","北京市","3","千克","0","?","3,640",
"202601","85177950","光通信设备的激光收发模块","116","日本","10","一般贸易","21","辽宁省","9","千克","0","?","73,095",
"202601","85177950","光通信设备的激光收发模块","116","日本","10","一般贸易","31","上海市","76","千克","0","?","282,924",
"202601","85177950","光通信设备的激光收发模块","116","日本","10","一般贸易","32","江苏省","719","千克","0","?","1,074,872",
"202601","85177950","光通信设备的激光收发模块","116","日本","10","一般贸易","33","浙江省","122","千克","0","?","200,876",
"202601","85177950","光通信设备的激光收发模块","116","日本","10","一般贸易","34","安徽省","17","千克","0","?","67,816",
"202601","85177950","光通信设备的激光收发模块","116","日本","10","一般贸易","35","福建省","7","千克","0","?","7,625",
"202601","85177950","光通信设备的激光收发模块","116","日本","10","一般贸易","37","山东省","387","千克","0","?","888,767",
"202601","85177950","光通信设备的激光收发模块","116","日本","10","一般贸易","41","河南省","1","千克","0","?","4,178",
"202601","85177950","光通信设备的激光收发模块","116","日本","10","一般贸易","42","湖北省","802","千克","0","?","514,869",
"202601","85177950","光通信设备的激光收发模块","116","日本","10","一般贸易","44","广东省","506","千克","0","?","546,186",
"202601","85177950","光通信设备的激光收发模块","116","日本","10","一般贸易","51","四川省","592","千克","0","?","862,826",
"202601","85177950","光通信设备的激光收发模块","116","日本","15","进料加工贸易","32","江苏省","112","千克","0","?","600,322",
"202601","85177950","光通信设备的激光收发模块","116","日本","15","进料加工贸易","35","福建省","32","千克","0","?","33,895",
"202601","85177950","光通信设备的激光收发模块","116","日本","15","进料加工贸易","44","广东省","2","千克","0","?","1,373",
"202601","85177950","光通信设备的激光收发模块","116","日本","15","进料加工贸易","51","四川省","141","千克","0","?","403,259",
"202601","85177950","光通信设备的激光收发模块","116","日本","34","海关特殊监管区域物流货物","32","江苏省","414","千克","0","?","498,846",
"202601","85177950","光通信设备的激光收发模块","116","日本","34","海关特殊监管区域物流货物","42","湖北省","43","千克","0","?","42,779",
"202601","85177950","光通信设备的激光收发模块","116","日本","39","其他","32","江苏省","4","千克","0","?","114",
"202601","85177950","光通信设备的激光收发模块","116","日本","39","其他","35","福建省","0","千克","0","?","130",
"202601","85177950","光通信设备的激光收发模块","117","约旦","10","一般贸易","35","福建省","1","千克","0","?","334",
"202601","85177950","光通信设备的激光收发模块","117","约旦","10","一般贸易","44","广东省","75","千克","0","?","49,785",
"202601","85177950","光通信设备的激光收发模块","118","科威特","10","一般贸易","33","浙江省","4","千克","0","?","1,717",
"202601","85177950","光通信设备的激光收发模块","118","科威特","10","一般贸易","44","广东省","5","千克","0","?","2,587",
"202601","85177950","光通信设备的激光收发模块","119","老挝","10","一般贸易","42","湖北省","8","千克","0","?","4,006",
"202601","85177950","光通信设备的激光收发模块","119","老挝","10","一般贸易","44","广东省","0","千克","0","?","13",
"202601","85177950","光通信设备的激光收发模块","120","黎巴嫩","10","一般贸易","42","湖北省","0","千克","0","?","300",
"202601","85177950","光通信设备的激光收发模块","120","黎巴嫩","10","一般贸易","44","广东省","21","千克","0","?","2,373",
"202601","85177950","光通信设备的激光收发模块","121","中国澳门","10","一般贸易","32","江苏省","1","千克","0","?","251",
"202601","85177950","光通信设备的激光收发模块","121","中国澳门","10","一般贸易","33","浙江省","33","千克","0","?","44,505",
"202601","85177950","光通信设备的激光收发模块","121","中国澳门","10","一般贸易","37","山东省","1","千克","0","?","145",
"202601","85177950","光通信设备的激光收发模块","121","中国澳门","10","一般贸易","44","广东省","72","千克","0","?","10,844",
"202601","85177950","光通信设备的激光收发模块","121","中国澳门","10","一般贸易","45","广西壮族自治区","2","千克","0","?","256",
"202601","85177950","光通信设备的激光收发模块","122","马来西亚","10","一般贸易","11","北京市","0","千克","0","?","140",
"202601","85177950","光通信设备的激光收发模块","122","马来西亚","10","一般贸易","31","上海市","1557","千克","0","?","1,062,100",
"202601","85177950","光通信设备的激光收发模块","122","马来西亚","10","一般贸易","32","江苏省","1550","千克","0","?","3,476,837",
"202601","85177950","光通信设备的激光收发模块","122","马来西亚","10","一般贸易","33","浙江省","1827","千克","0","?","1,637,800",
"202601","85177950","光通信设备的激光收发模块","122","马来西亚","10","一般贸易","35","福建省","31","千克","0","?","17,032",
"202601","85177950","光通信设备的激光收发模块","122","马来西亚","10","一般贸易","36","江西省","0","千克","0","?","16",
"202601","85177950","光通信设备的激光收发模块","122","马来西亚","10","一般贸易","37","山东省","2768","千克","0","?","2,883,574",
"202601","85177950","光通信设备的激光收发模块","122","马来西亚","10","一般贸易","41","河南省","25","千克","0","?","8,147",
"202601","85177950","光通信设备的激光收发模块","122","马来西亚","10","一般贸易","42","湖北省","30237","千克","0","?","32,644,646",
"202601","85177950","光通信设备的激光收发模块","122","马来西亚","10","一般贸易","43","湖南省","15","千克","0","?","9,800",
"202601","85177950","光通信设备的激光收发模块","122","马来西亚","10","一般贸易","44","广东省","5028","千克","0","?","3,224,106",
"202601","85177950","光通信设备的激光收发模块","122","马来西亚","10","一般贸易","45","广西壮族自治区","18","千克","0","?","3,763",
"202601","85177950","光通信设备的激光收发模块","122","马来西亚","10","一般贸易","51","四川省","924","千克","0","?","1,299,048",
"202601","85177950","光通信设备的激光收发模块","122","马来西亚","10","一般贸易","65","新疆维吾尔自治区","10","千克","0","?","6,078",
"202601","85177950","光通信设备的激光收发模块","122","马来西亚","15","进料加工贸易","32","江苏省","66313","千克","0","?","170,860,333",
"202601","85177950","光通信设备的激光收发模块","122","马来西亚","15","进料加工贸易","35","福建省","0","千克","0","?","2,365",
"202601","85177950","光通信设备的激光收发模块","122","马来西亚","15","进料加工贸易","44","广东省","1446","千克","0","?","1,498,573",
"202601","85177950","光通信设备的激光收发模块","122","马来西亚","15","进料加工贸易","51","四川省","353","千克","0","?","784,670",
"202601","85177950","光通信设备的激光收发模块","122","马来西亚","22","对外承包工程出口货物","11","北京市","123","千克","0","?","84,790",
"202601","85177950","光通信设备的激光收发模块","122","马来西亚","33","保税监管场所进出境货物","44","广东省","17","千克","0","?","16,547",
"202601","85177950","光通信设备的激光收发模块","122","马来西亚","34","海关特殊监管区域物流货物","11","北京市","21","千克","0","?","853,124",
"202601","85177950","光通信设备的激光收发模块","122","马来西亚","34","海关特殊监管区域物流货物","32","江苏省","41","千克","0","?","108,887",
"202601","85177950","光通信设备的激光收发模块","122","马来西亚","34","海关特殊监管区域物流货物","35","福建省","76","千克","0","?","123,550",
"202601","85177950","光通信设备的激光收发模块","122","马来西亚","34","海关特殊监管区域物流货物","44","广东省","188","千克","0","?","3,027,676",
"202601","85177950","光通信设备的激光收发模块","123","马尔代夫","10","一般贸易","33","浙江省","4","千克","0","?","238",
"202601","85177950","光通信设备的激光收发模块","123","马尔代夫","10","一般贸易","44","广东省","44","千克","0","?","27,595",
"202601","85177950","光通信设备的激光收发模块","124","蒙古","10","一般贸易","33","浙江省","0","千克","0","?","56",
"202601","85177950","光通信设备的激光收发模块","124","蒙古","10","一般贸易","44","广东省","10","千克","0","?","9,337",
"202601","85177950","光通信设备的激光收发模块","125","尼泊尔","10","一般贸易","31","上海市","10","千克","0","?","2,993",
"202601","85177950","光通信设备的激光收发模块","125","尼泊尔","10","一般贸易","41","河南省","4","千克","0","?","2,215",
"202601","85177950","光通信设备的激光收发模块","125","尼泊尔","10","一般贸易","44","广东省","15","千克","0","?","2,993",
"202601","85177950","光通信设备的激光收发模块","125","尼泊尔","10","一般贸易","65","新疆维吾尔自治区","11","千克","0","?","1,348",
"202601","85177950","光通信设备的激光收发模块","126","阿曼","10","一般贸易","33","浙江省","2","千克","0","?","612",
"202601","85177950","光通信设备的激光收发模块","126","阿曼","10","一般贸易","42","湖北省","0","千克","0","?","26",
"202601","85177950","光通信设备的激光收发模块","126","阿曼","10","一般贸易","44","广东省","5","千克","0","?","3,527",
"202601","85177950","光通信设备的激光收发模块","127","巴基斯坦","10","一般贸易","11","北京市","1","千克","0","?","2,129",
"202601","85177950","光通信设备的激光收发模块","127","巴基斯坦","10","一般贸易","33","浙江省","30","千克","0","?","19,553",
"202601","85177950","光通信设备的激光收发模块","127","巴基斯坦","10","一般贸易","41","河南省","1","千克","0","?","2,021",
"202601","85177950","光通信设备的激光收发模块","127","巴基斯坦","10","一般贸易","42","湖北省","2","千克","0","?","8",
"202601","85177950","光通信设备的激光收发模块","127","巴基斯坦","10","一般贸易","44","广东省","192","千克","0","?","355,948",
"202601","85177950","光通信设备的激光收发模块","127","巴基斯坦","33","保税监管场所进出境货物","44","广东省","15","千克","0","?","8,969",
"202601","85177950","光通信设备的激光收发模块","127","巴基斯坦","34","海关特殊监管区域物流货物","32","江苏省","0","千克","0","?","54",
"202601","85177950","光通信设备的激光收发模块","129","菲律宾","10","一般贸易","31","上海市","10","千克","0","?","13,636",
"202601","85177950","光通信设备的激光收发模块","129","菲律宾","10","一般贸易","33","浙江省","53","千克","0","?","69,797",
"202601","85177950","光通信设备的激光收发模块","129","菲律宾","10","一般贸易","35","福建省","4","千克","0","?","6,217",
"202601","85177950","光通信设备的激光收发模块","129","菲律宾","10","一般贸易","42","湖北省","300","千克","0","?","179,187",
"202601","85177950","光通信设备的激光收发模块","129","菲律宾","10","一般贸易","44","广东省","353","千克","0","?","206,634",
"202601","85177950","光通信设备的激光收发模块","129","菲律宾","10","一般贸易","65","新疆维吾尔自治区","4","千克","0","?","420",
"202601","85177950","光通信设备的激光收发模块","129","菲律宾","34","海关特殊监管区域物流货物","32","江苏省","9","千克","0","?","5,148",
"202601","85177950","光通信设备的激光收发模块","130","卡塔尔","10","一般贸易","31","上海市","15","千克","0","?","2,791",
"202601","85177950","光通信设备的激光收发模块","130","卡塔尔","10","一般贸易","33","浙江省","20","千克","0","?","13,094",
"202601","85177950","光通信设备的激光收发模块","130","卡塔尔","10","一般贸易","44","广东省","95","千克","0","?","13,149",
"202601","85177950","光通信设备的激光收发模块","130","卡塔尔","33","保税监管场所进出境货物","44","广东省","6","千克","0","?","3,727",
"202601","85177950","光通信设备的激光收发模块","131","沙特阿拉伯","10","一般贸易","21","辽宁省","10","千克","0","?","2,278",
"202601","85177950","光通信设备的激光收发模块","131","沙特阿拉伯","10","一般贸易","32","江苏省","0","千克","0","?","523",
"202601","85177950","光通信设备的激光收发模块","131","沙特阿拉伯","10","一般贸易","33","浙江省","51","千克","0","?","41,920",
"202601","85177950","光通信设备的激光收发模块","131","沙特阿拉伯","10","一般贸易","35","福建省","6","千克","0","?","5,915",
"202601","85177950","光通信设备的激光收发模块","131","沙特阿拉伯","10","一般贸易","42","湖北省","7","千克","0","?","10,605",
"202601","85177950","光通信设备的激光收发模块","131","沙特阿拉伯","10","一般贸易","44","广东省","73","千克","0","?","129,182",
"202601","85177950","光通信设备的激光收发模块","131","沙特阿拉伯","10","一般贸易","51","四川省","50","千克","0","?","60,000",
"202601","85177950","光通信设备的激光收发模块","131","沙特阿拉伯","10","一般贸易","52","贵州省","0","千克","0","?","45",
"202601","85177950","光通信设备的激光收发模块","131","沙特阿拉伯","10","一般贸易","53","云南省","12","千克","0","?","1,575",
"202601","85177950","光通信设备的激光收发模块","131","沙特阿拉伯","15","进料加工贸易","44","广东省","7","千克","0","?","14,362",
"202601","85177950","光通信设备的激光收发模块","131","沙特阿拉伯","34","海关特殊监管区域物流货物","32","江苏省","726","千克","0","?","167,094",
"202601","85177950","光通信设备的激光收发模块","131","沙特阿拉伯","34","海关特殊监管区域物流货物","35","福建省","26","千克","0","?","36,754",
"202601","85177950","光通信设备的激光收发模块","132","新加坡","10","一般贸易","11","北京市","17","千克","0","?","3,481",
"202601","85177950","光通信设备的激光收发模块","132","新加坡","10","一般贸易","31","上海市","42","千克","0","?","146,341",
"202601","85177950","光通信设备的激光收发模块","132","新加坡","10","一般贸易","32","江苏省","136","千克","0","?","299,744",
"202601","85177950","光通信设备的激光收发模块","132","新加坡","10","一般贸易","33","浙江省","40","千克","0","?","71,826",
"202601","85177950","光通信设备的激光收发模块","132","新加坡","10","一般贸易","35","福建省","0","千克","0","?","214",
"202601","85177950","光通信设备的激光收发模块","132","新加坡","10","一般贸易","36","江西省","1","千克","0","?","176",
"202601","85177950","光通信设备的激光收发模块","132","新加坡","10","一般贸易","37","山东省","179","千克","0","?","85,993",
"202601","85177950","光通信设备的激光收发模块","132","新加坡","10","一般贸易","42","湖北省","844","千克","0","?","924,735",
"202601","85177950","光通信设备的激光收发模块","132","新加坡","10","一般贸易","44","广东省","2429","千克","0","?","1,394,247",
"202601","85177950","光通信设备的激光收发模块","132","新加坡","10","一般贸易","45","广西壮族自治区","182","千克","0","?","9,335",
"202601","85177950","光通信设备的激光收发模块","132","新加坡","10","一般贸易","51","四川省","532","千克","0","?","1,018,642",
"202601","85177950","光通信设备的激光收发模块","132","新加坡","10","一般贸易","52","贵州省","88","千克","0","?","74,398",
"202601","85177950","光通信设备的激光收发模块","132","新加坡","10","一般贸易","65","新疆维吾尔自治区","273","千克","0","?","7,819",
"202601","85177950","光通信设备的激光收发模块","132","新加坡","15","进料加工贸易","32","江苏省","3506","千克","0","?","558,611",
"202601","85177950","光通信设备的激光收发模块","132","新加坡","15","进料加工贸易","33","浙江省","364","千克","0","?","319,801",
"202601","85177950","光通信设备的激光收发模块","132","新加坡","15","进料加工贸易","35","福建省","2","千克","0","?","3,931",
"202601","85177950","光通信设备的激光收发模块","132","新加坡","15","进料加工贸易","44","广东省","319","千克","0","?","422,410",
"202601","85177950","光通信设备的激光收发模块","132","新加坡","15","进料加工贸易","51","四川省","43","千克","0","?","33,400",
"202601","85177950","光通信设备的激光收发模块","132","新加坡","33","保税监管场所进出境货物","42","湖北省","0","千克","0","?","1,216",
"202601","85177950","光通信设备的激光收发模块","132","新加坡","33","保税监管场所进出境货物","44","广东省","0","千克","0","?","102",
"202601","85177950","光通信设备的激光收发模块","132","新加坡","34","海关特殊监管区域物流货物","32","江苏省","83","千克","0","?","76,340",
"202601","85177950","光通信设备的激光收发模块","132","新加坡","39","其他","11","北京市","0","千克","0","?","118",
"202601","85177950","光通信设备的激光收发模块","133","韩国","10","一般贸易","11","北京市","126","千克","0","?","36,546",
"202601","85177950","光通信设备的激光收发模块","133","韩国","10","一般贸易","12","天津市","49","千克","0","?","7,251",
"202601","85177950","光通信设备的激光收发模块","133","韩国","10","一般贸易","21","辽宁省","268","千克","0","?","79,757",
"202601","85177950","光通信设备的激光收发模块","133","韩国","10","一般贸易","31","上海市","182","千克","0","?","199,156",
"202601","85177950","光通信设备的激光收发模块","133","韩国","10","一般贸易","32","江苏省","6","千克","0","?","6,098",
"202601","85177950","光通信设备的激光收发模块","133","韩国","10","一般贸易","33","浙江省","252","千克","0","?","63,856",
"202601","85177950","光通信设备的激光收发模块","133","韩国","10","一般贸易","37","山东省","285","千克","0","?","72,190",
"202601","85177950","光通信设备的激光收发模块","133","韩国","10","一般贸易","42","湖北省","320","千克","0","?","245,580",
"202601","85177950","光通信设备的激光收发模块","133","韩国","10","一般贸易","43","湖南省","0","千克","0","?","120",
"202601","85177950","光通信设备的激光收发模块","133","韩国","10","一般贸易","44","广东省","3576","千克","0","?","4,223,471",
"202601","85177950","光通信设备的激光收发模块","133","韩国","10","一般贸易","51","四川省","1333","千克","0","?","1,548,963",
"202601","85177950","光通信设备的激光收发模块","133","韩国","10","一般贸易","65","新疆维吾尔自治区","269","千克","0","?","43,848",
"202601","85177950","光通信设备的激光收发模块","133","韩国","15","进料加工贸易","32","江苏省","0","千克","0","?","65",
"202601","85177950","光通信设备的激光收发模块","133","韩国","15","进料加工贸易","35","福建省","33","千克","0","?","21,705",
"202601","85177950","光通信设备的激光收发模块","133","韩国","15","进料加工贸易","44","广东省","2","千克","0","?","2,128",
