edge_id,供方,需方,占比或金额,财年,边等级,证据文件,锚点,验证状态,备注
E019,AAOI,Microsoft,28.8%,2025,实边,AAOI 10-K FY2025,https://www.sec.gov/Archives/edgar/data/1158114/000143774926005875/aaoi20251231_10k.htm,本轮P1-SEC原文命中,FY2025文件MD&A段三年序列有笔误与概况段不一致(见anomalies);以概况段28.8/43.7/46.6为准
E020,AAOI,Oracle,12.4%,2024,实边,AAOI 10-K FY2024,同E018,本轮P1-SEC原文命中,2022:5.9%/2023:8.8%;2023年在FY2023年报匿名为"U.S. based large data center operator"、FY2024年报追溯实名——披露史考古实证样本
E021,AAOI,ATX Networks,47.3%,2022,实边,AAOI 10-K FY2023,同E017,本轮P1-SEC原文命中,2021:25.6%;CATV市场
E022,AAOI,ATX Networks,15.6%,2023,实边,AAOI 10-K FY2023,同E017,本轮P1-SEC原文命中,2024归零——客户关系死亡样本
E023,AAOI,Digicomm,11.3%,2023,实边,AAOI 10-K FY2023,同E017,本轮P1-SEC原文命中,2021/2022均为0;Digicomm为CATV分销商非终端
E024,AAOI,Digicomm,34.1%,2024,实边,AAOI 10-K FY2024,同E018,本轮P1-SEC原文命中,
E025,AAOI,Digicomm,53.1%,2025,实边,AAOI 10-K FY2025,同E019,本轮P1-SEC原文命中,分销商放量;终端MSO不可见——分销夹层
E026,Lumentum,Apple,30.2%,FY2021(至2021-07),实边,Lumentum 10-K FY2023,https://www.sec.gov/Archives/edgar/data/1633978/000162828023030374/lite-20230701.htm,本轮P1-SEC原文命中,3D传感/消费端非光通信
E027,Lumentum,Apple,28.7%,FY2022,实边,Lumentum 10-K FY2023,同E026,本轮P1-SEC原文命中,
E028,Lumentum,Apple,12.1%,FY2023,实边,Lumentum 10-K FY2023,同E026,本轮P1-SEC原文命中,FY2024起<10%退出表;FY2025匿名表Customer C的FY2023列=12.1%指纹吻合
E029,Lumentum,Ciena,10.1%,FY2021,实边,Lumentum 10-K FY2023,同E026,本轮P1-SEC原文命中,
E030,Lumentum,Ciena,12.6%,FY2022,实边,Lumentum 10-K FY2023,同E026,本轮P1-SEC原文命中,
E031,Lumentum,Ciena,15.3%,FY2023,实边,Lumentum 10-K FY2023,同E026,本轮P1-SEC原文命中,与NeoPhotonics-Ciena(E009)同客户——Lumentum收购NPTN后承接
E032,Lumentum,Ciena,11.4%,FY2024,实边,Lumentum 10-K FY2024,https://www.sec.gov/Archives/edgar/data/1633978/000162828024038024/lite-20240629.htm,本轮P1-SEC原文命中,
E033,Lumentum,华为,10.8%,FY2021(2020-07至2021-07),实边,Lumentum 10-K FY2023,同E026,本轮P1-SEC原文命中,跨境边;实体清单升级后财年仍>10%;FY2022起<10%——第二条对华断边时间序列
E034,Lumentum,Nokia,10.5%,FY2023,实边,Lumentum 10-K FY2023,同E026,本轮P1-SEC原文命中,
E035,Lumentum,Google,18.9%,FY2024,实边,Lumentum 10-K FY2024,同E032,本轮P1-SEC原文命中,云巨头实名直销边——罕见样本;datacom激光/组件
E036,Lumentum,Ciena(解匿),16.0%,FY2025,推断边(A级),Lumentum 10-K FY2025+FY2024+FY2023考古,https://www.sec.gov/Archives/edgar/data/1633978/000162828025040830/lite-20250628.htm,P3判例#003-A级,原Customer A;四组指纹自洽双射;判例见deanonymization-cases.md
E037,Lumentum,Google(解匿),15.4%,FY2025,推断边(A级),Lumentum 10-K FY2025+FY2024考古,同E036,P3判例#003-A级,原Customer B;FY2024列18.9%=Google实名值
E038,Fabrinet(解匿),Lumentum,采购占比FY2023:42.5%/FY2024:30.3%/FY2025:25.1%,FY2023-FY2025,推断边(B级),Lumentum 10-K FY2024/FY2025+Fabrinet 10-K FY2023反照,同E032;同E036,P3判例#004-B级(RT-006由A降级),原Contract Manufacturer A;对手方实名+量级排除(排他性分母口径未闭合);FY2023年报口径43%后重列42.5%
E039,Coherent,匿名客户(FY2023),10%,FY2023(至2023-06),半边槽位,Coherent 10-K FY2023,https://www.sec.gov/Archives/edgar/data/820318/000082031823000016/iivi-20230630.htm,本轮P1登记,Networking段;Coherent制度性不点名
E040,Coherent,匿名客户(FY2024),10%,FY2024,半边槽位,Coherent 10-K FY2024,https://www.sec.gov/Archives/edgar/data/820318/000082031824000016/iivi-20240630.htm,本轮P1登记,年报明示与FY2023客户不同人("another major customer")
E041,Coherent,匿名客户1(FY2025),12%,FY2025,半边槽位,Coherent 10-K FY2025,https://www.sec.gov/Archives/edgar/data/820318/000082031825000014/iivi-20250630.htm,本轮P1登记,Networking段;年报明示FY2024客户是"a different major customer"
E042,Coherent,匿名客户2(FY2025),10%,FY2025,半边槽位,Coherent 10-K FY2025,同E041,本轮P1登记,Networking段
E043,天孚通信,Fabrinet,63.31%(3268843594.94元),2025,实边,天孚通信2025年报前五大客户表(实名),http://static.cninfo.com.cn/finalpage/2026-04-08/1225082705.PDF,本轮P2原文命中,A股前五大表实名例外样本;链条天孚→Fabrinet→NVIDIA两跳全实名
E044,中际旭创,PINEWAVE(关联方),43378万美元(占同类关联交易100%),2025,实边,中际旭创2025年报重大关联交易表,http://static.cninfo.com.cn/finalpage/2026-03-31/1225056459.PDF,本轮P2原文命中,关联关系:关联自然人任职;获批额度5亿美元;客户E占比8.10%=前五大关联方销售占比8.10%且金额指纹吻合(判例#002)
E045,猎奇智能,中际旭创,53.42%(37277.97万元),2025,实边,创业板IPO招股书申报稿(2026-04),https://reportdocs.static.szse.cn/UpFiles/rasinfodisc1/202604/RAS_202604_2219353F853040F4664F68A9C0227EAD584A6C.pdf,本轮P2原文命中,三年序列62.19%(2023)/58.85%(2024)/53.42%(2025);升级seed E010锚点为深交所原文
E046,猎奇智能,索恩格,10.12%(7059.21万元),2025,实边,同E045,同E045,本轮P2原文命中,汽车自动化线;2024:6.27%/2023:6.89%
E047,猎奇智能,索尔思(Source Photonics),6.55%(4569.15万元),2025,实边,同E045,同E045,本轮P2原文命中,光模块厂新客户;招股书注明"新拓展客户，交易规模保持增长"
E048,猎奇智能,光迅科技,11.23%(6097.74万元),2024,实边,同E045,同E045,本轮P2原文命中,2025年跌出前五
E049,猎奇智能,源杰科技,10.77%(3115.80万元),2023,实边,同E045,同E045,本轮P2原文命中,2024/2025跌出前五;按扩产周期波动
E050,猎奇智能,苏世博,5.58%(3890.49万元),2025,实边,同E045,同E045,本轮P2原文命中,自动化线;2024:3.00%
E051,星微科技,猎奇智能,10.41%(2710.62万元),2023,实边,同E045(供应商表-实名),同E045,本轮P2原文命中,驱动控制类;2024:6.54%/2025:4.63%;IPO文件是A股域唯一双侧实名文件类型
E052,奥普瑞,猎奇智能,5.85%(5040.29万元),2025,实边,同E045,同E045,本轮P2原文命中,加工件;2024:5.81%/2023:4.32%
E053,南央国际,猎奇智能,3.00%(2586.96万元),2025,实边,同E045,同E045,本轮P2原文命中,滑台类日本代理;三年均入前五
E054,津微光电,猎奇智能,3.69%(1007.62万元),2024,实边,同E045,同E045,本轮P2原文命中,神津精机(日本)代理商——上游日系依赖标记
E055,中际旭创,客户A(匿名),24.06%(9201495755.91元),2025,半边槽位,中际旭创2025年报,同E044,本轮P2登记-待解匿,云巨头直销槽位候选;上限C级
E056,中际旭创,客户B(匿名),18.26%(6981202208.21元),2025,半边槽位,同E044,同E044,本轮P2登记-待解匿,
E057,中际旭创,客户C(匿名),14.22%(5438189570.59元),2025,半边槽位,同E044,同E044,本轮P2登记-待解匿,
E058,中际旭创,客户D(匿名),11.34%(4337902496.40元),2025,半边槽位,同E044,同E044,本轮P2登记-待解匿,
E059,供应商A(匿名),中际旭创,35.76%(8885926791.46元),2025,半边槽位,同E044,同E044,本轮P2登记-待解匿,采购集中度头部;光芯片/EML候选域
E060,新易盛,客户第一名(匿名),22.97%(5706560719.37元),2025,半边槽位,新易盛2025年报,http://static.cninfo.com.cn/finalpage/2026-04-24/1225172598.PDF,本轮P2登记-待解匿,2024第一名31.74%(2744287306.63元)/2023即E015;云巨头直销槽位候选
E061,新易盛,客户第二名(匿名),16.64%(4133465492.45元),2025,半边槽位,同E060,同E060,本轮P2登记-待解匿,2024第二名12.39%
E062,新易盛,客户第三名(匿名),15.63%(3881540609.61元),2025,半边槽位,同E060,同E060,本轮P2登记-待解匿,2024第三名12.15%
E063,新易盛,客户第四名(匿名),10.96%(2721814735.32元),2025,半边槽位,同E060,同E060,本轮P2登记-待解匿,
E064,供应商第一名(匿名),新易盛,23.87%(3666795583.83元),2025,半边槽位,同E060,同E060,本轮P2登记-待解匿,2024:23.57%/2023:15.03%;光芯片候选域
E065,天孚通信,客户2(匿名),11.66%(601931536.36元),2025,半边槽位,天孚通信2025年报,同E043,本轮P2登记-待解匿,第一名Fabrinet已实名(E043)
E066,供应商1(匿名),天孚通信,34.81%(832889806.30元),2025,半边槽位,同E043,同E043,本轮P2登记-待解匿,
E067,猎奇智能,客户五(匿名),11.32%(3273.09万元),2023,半边槽位,同E045,同E045,本轮P2登记-待解匿,半导体封装测试设备客户;2024:3.48%/2025:3.74%;全表唯一匿名客户
E068,Fabrinet,Lumentum,15.4%,FY2023,实边,Fabrinet 10-K FY2023,https://www.sec.gov/Archives/edgar/data/1408710/000140871023000028/fn-20230630.htm,本轮P3-SEC原文命中,FY2022:10.3%/FY2021:13.6%;判例#004对侧证据
E069,Fabrinet,NVIDIA,12.5%,FY2023,实边,Fabrinet 10-K FY2023,同E068,本轮P3-SEC原文命中,NVIDIA首次进Fabrinet≥10%表——E001/E002的前史起点
E070,Fabrinet,Cisco,15.6%,FY2023,实边,Fabrinet 10-K FY2023,同E068,本轮P3-SEC原文命中,FY2022:25.4%/FY2021:10.7%
E071,Fabrinet,Infinera,12.4%,FY2023,实边,Fabrinet 10-K FY2023,同E068,本轮P3-SEC原文命中,FY2022:12.5%/FY2021:11.6%;Infinera 2025并入Nokia
E072,天孚通信,Fabrinet,53.61%(1039308855.95元),2023,实边,天孚通信2023年报前五大客户表(实名),https://static.cninfo.com.cn/finalpage/2024-04-22/1219698777.PDF,正式版管线产出-人工原文复核通过,原文名"Fabrinet Co.，Ltd.(半角逗号转全角避CSV列分裂)";三年序列53.61→61.69→63.31起点
E073,天孚通信,Fabrinet,61.69%(2005917035.59元),2024,实边,天孚通信2024年报前五大客户表(实名),https://static.cninfo.com.cn/finalpage/2025-04-21/1223152632.PDF,正式版管线产出-人工原文复核通过,
E074,光迅科技,烽火通信,5.59%(369224117.92元),2023,实边,光迅科技2023年报前五大客户表(实名),https://static.cninfo.com.cn/finalpage/2024-04-26/1219826062.PDF,正式版管线产出-人工原文复核通过,原文全称"烽火通信科技股份有限公司";关联方锁定:前五大关联方销售占比5.59%逐位相等;同属中国信科体系;2024/2025年跌出前五
E075,光迅科技,客户1(匿名),15.16%(1807934600.51元),2025,半边槽位,光迅科技2025年报,https://static.cninfo.com.cn/finalpage/2026-04-23/1225148212.PDF,正式版管线产出-人工原文复核通过,2024:12.42%/2023:15.24%(2023年第一名)
E076,罗博特科,客户一(匿名),19.35%(183805309.74元),2025,半边槽位,罗博特科2025年报,https://static.cninfo.com.cn/finalpage/2026-03-31/1225059372.PDF,正式版管线产出-人工原文复核通过,前五集中度63.14%
E077,凯格精机,第一名(匿名),8.51%(94811977.48元),2025,半边槽位,凯格精机2025年报,https://static.cninfo.com.cn/finalpage/2026-04-28/1225202249.PDF,正式版管线产出-人工原文复核通过,前五集中度仅27.65%——设备商客户分散样本
E078,快克智能,客户一(匿名),12.13%(131019640.80元),2025,半边槽位,快克智能2025年报,https://static.cninfo.com.cn/finalpage/2026-04-24/1225173150.PDF,正式版管线产出-人工原文复核通过,沪市模板但金额单位为元(模板变体)
E079,普源精电,客户1(匿名),12.73%(112631500.00元),2025,半边槽位,普源精电2025年报,https://static.cninfo.com.cn/finalpage/2026-03-26/1225031855.PDF,正式版管线产出-人工原文复核通过,行级关联列全"否"
E080,奥特维,客户1(匿名),15.35%(981740400.00元),2025,半边槽位,奥特维2025年报,https://static.cninfo.com.cn/finalpage/2026-04-23/1225145661.PDF,正式版管线产出-人工原文复核通过,主业光伏设备;光模块设备为扩张线
E081,博众精工,客户一(匿名),32.82%(2154855900.00元),2025,半边槽位,博众精工2025年报,https://static.cninfo.com.cn/finalpage/2026-04-11/1225096862.PDF,正式版管线产出-人工原文复核通过,前五集中度75.36%高依赖;3C自动化主业
E082,联讯仪器,Power Master,9.06%(1821.39万元),2025Q1,实边,联讯仪器IPO招股书申报稿(前五大客户表),https://static.sse.com.cn/stock/disclosure/announcement/c/202508/002075_20250815_QAVG.pdf,v1.3管线抽取+人工原文复核通过,"功率器件测试设备;Power Master Semiconductor Co.,Ltd."
E083,联讯仪器,新易盛,8.29%(1668.10万元),2025Q1,实边,联讯仪器IPO招股书申报稿(前五大客户表),https://static.sse.com.cn/stock/disclosure/announcement/c/202508/002075_20250815_QAVG.pdf,v1.3管线抽取+人工原文复核通过,光电子器件测试设备;成都新易盛通信技术股份有限公司
E084,联讯仪器,讯速信远,5.47%(1100.78万元),2025Q1,实边,联讯仪器IPO招股书申报稿(前五大客户表),https://static.sse.com.cn/stock/disclosure/announcement/c/202508/002075_20250815_QAVG.pdf,v1.3管线抽取+人工原文复核通过,经销;通信测试仪器+光电子器件测试设备;成都讯速信远科技等同一控制
E085,联讯仪器,光迅科技,7.57%,2024,实边,联讯仪器IPO招股书申报稿(前五大客户表),https://static.sse.com.cn/stock/disclosure/announcement/c/202508/002075_20250815_QAVG.pdf,v1.3管线抽取+人工原文复核通过,武汉光迅科技股份有限公司;与其IPO客户E048互为对手方
E086,联讯仪器,士兰微,6.92%,2024,实边,联讯仪器IPO招股书申报稿(前五大客户表),https://static.sse.com.cn/stock/disclosure/announcement/c/202508/002075_20250815_QAVG.pdf,v1.3管线抽取+人工原文复核通过,杭州士兰微电子股份有限公司
E087,联讯仪器,海信集团,6.54%,2024,实边,联讯仪器IPO招股书申报稿(前五大客户表),https://static.sse.com.cn/stock/disclosure/announcement/c/202508/002075_20250815_QAVG.pdf,v1.3管线抽取+人工原文复核通过,青岛海信宽带多媒体+广东海信宽带等同一控制
E088,联讯仪器,中际旭创,6.26%,2024,实边,联讯仪器IPO招股书申报稿(前五大客户表),https://static.sse.com.cn/stock/disclosure/announcement/c/202508/002075_20250815_QAVG.pdf,v1.3管线抽取+人工原文复核通过,通信测试仪器;中际旭创股份有限公司
E089,联讯仪器,海信集团,15.33%(4227.19万元),2023,实边,联讯仪器IPO招股书申报稿(前五大客户表),https://static.sse.com.cn/stock/disclosure/announcement/c/202508/002075_20250815_QAVG.pdf,v1.3管线抽取+人工原文复核通过,通信测试仪器+光电子器件测试设备
E090,联讯仪器,中际旭创,14.75%(4068.26万元),2023,实边,联讯仪器IPO招股书申报稿(前五大客户表),https://static.sse.com.cn/stock/disclosure/announcement/c/202508/002075_20250815_QAVG.pdf,v1.3管线抽取+人工原文复核通过,通信测试仪器
E091,联讯仪器,三安光电,6.81%(1876.87万元),2023,实边,联讯仪器IPO招股书申报稿(前五大客户表),https://static.sse.com.cn/stock/disclosure/announcement/c/202508/002075_20250815_QAVG.pdf,v1.3管线抽取+人工原文复核通过,功率器件测试设备;三安光电股份有限公司
E092,联讯仪器,海信集团,14.02%(3005.18万元),2022,实边,联讯仪器IPO招股书申报稿(前五大客户表),https://static.sse.com.cn/stock/disclosure/announcement/c/202508/002075_20250815_QAVG.pdf,v1.3管线抽取+人工原文复核通过,光电子器件测试设备+通信测试仪器
E093,联讯仪器,光迅科技,11.53%(2471.91万元),2022,实边,联讯仪器IPO招股书申报稿(前五大客户表),https://static.sse.com.cn/stock/disclosure/announcement/c/202508/002075_20250815_QAVG.pdf,v1.3管线抽取+人工原文复核通过,
E094,联讯仪器,Broadcom,6.11%(1310.23万元),2022,实边,联讯仪器IPO招股书申报稿(前五大客户表),https://static.sse.com.cn/stock/disclosure/announcement/c/202508/002075_20250815_QAVG.pdf,v1.3管线抽取+人工原文复核通过,光电子器件测试设备;Broadcom(原Avago);与ficonTEC-博通E011第二独立证据
E095,联讯仪器,三安光电,5.06%(1084.04万元),2022,实边,联讯仪器IPO招股书申报稿(前五大客户表),https://static.sse.com.cn/stock/disclosure/announcement/c/202508/002075_20250815_QAVG.pdf,v1.3管线抽取+人工原文复核通过,光电子器件测试设备+电性能测试设备
E096,联讯仪器,集团一(匿名),35.51%(7140.45万元),2025Q1,半边槽位,联讯仪器IPO招股书申报稿(前五大客户表),https://static.sse.com.cn/stock/disclosure/announcement/c/202508/002075_20250815_QAVG.pdf,v1.3管线抽取+人工原文复核通过,通信测试仪器;三年序列9.90%(2023)/16.92%(2024)/35.51%(2025Q1);解匿判例#006候选;线索见jituanyi-leads.md
E097,联讯仪器,集团一(匿名),16.92%,2024,半边槽位,联讯仪器IPO招股书申报稿(前五大客户表),https://static.sse.com.cn/stock/disclosure/announcement/c/202508/002075_20250815_QAVG.pdf,v1.3管线抽取+人工原文复核通过,通信测试仪器;同判例#006
E098,联讯仪器,集团一(匿名),9.90%(2730.72万元),2023,半边槽位,联讯仪器IPO招股书申报稿(前五大客户表),https://static.sse.com.cn/stock/disclosure/announcement/c/202508/002075_20250815_QAVG.pdf,v1.3管线抽取+人工原文复核通过,通信测试仪器+功率器件测试设备;同判例#006
E099,联讯仪器,集团二(匿名),6.03%,2023,半边槽位,联讯仪器IPO招股书申报稿(前五大客户表),https://static.sse.com.cn/stock/disclosure/announcement/c/202508/002075_20250815_QAVG.pdf,v1.3管线抽取+人工原文复核通过,
