node_id,node_type,name_zh,name_en,definition,status,importance_class,importance_confidence,importance_basis,evidence_ids,as_of,notes
SN-FN-CWDM-MUX,function,CWDM波分复用,CWDM wavelength multiplexing,将多路波长合波到双工单模光纤并在接收端分波（FR4网格）。,admitted,structural_critical,hypothesis,mandatory_for_route=2xFR4;bottleneck=hypothesis_mux_il_yield;substitutability=alt_to_parallel_fiber;affects_key_process=n/a;basis=IEEE_802.3cu_CWDM4,,2026-07-24,2xFR4特有相对DR8;Codex集成：无canonical structure证据，verified降为hypothesis
SN-FN-COH-MOD,function,相干双偏振调制,Coherent dual-polarization modulation,以DP-16QAM等相干星座在单载波上承载线侧容量。,admitted,structural_critical,hypothesis,mandatory_for_route=400ZR;bottleneck=hypothesis_modulator_bw;substitutability=none_in_ZR;affects_key_process=n/a;basis=OIF_400ZR_DP-16QAM,,2026-07-24,400ZR特有;Codex集成：无canonical structure证据，verified降为hypothesis
SN-FN-COH-DETECT,function,相干接收与偏振处理,Coherent detection and polarization handling,本振混频、偏振分集/解复用与平衡探测以恢复同相/正交分量。,admitted,structural_critical,hypothesis,mandatory_for_route=400ZR;bottleneck=hypothesis_icr_integration;substitutability=none_in_ZR;affects_key_process=n/a;basis=OIF_400ZR_coherent_rx,,2026-07-24,400ZR特有;Codex集成：无canonical structure证据，verified降为hypothesis
SN-FN-COH-DSP-FEC,function,相干DSP与C-FEC,Coherent DSP and C-FEC,模块内相干DSP完成均衡/载波恢复等并执行级联FEC（C-FEC）以满足OIF误码地板目标。,admitted,structural_critical,hypothesis,mandatory_for_route=400ZR;bottleneck=hypothesis_dsp_power_area;substitutability=low;affects_key_process=n/a;basis=OIF_400ZR_states_low_power_DSP_and_C-FEC;confidence=structure_verified_bottleneck_hypothesis,,2026-07-24,结构必需已由IA确认；功耗/面积瓶颈标hypothesis
SN-FN-DWDM-TUNE,function,DWDM可调谐线侧波长,DWDM tunable line-side wavelength,在DWDM黑链路光谱约束下提供可调谐线侧波长以对接放大链路邻道环境。,admitted,structural_critical,hypothesis,mandatory_for_route=400ZR;bottleneck=hypothesis_laser_linewidth_tuning;substitutability=low;affects_key_process=n/a;basis=OIF_400ZR_black_link_spectral,,2026-07-24,400ZR特有；灰光固定波长不满足该功能;Codex集成：无canonical structure证据，verified降为hypothesis
SN-COMP-PLUG-HOUSING,component,可插拔模块壳体与光口机械件,Pluggable housing and optical receptacle mechanics,QSFP-DD/OSFP等MSA定义的可插拔机械壳体、散热结构与光口机械接口（不含CPO共封装）。,admitted,supporting,hypothesis,mandatory_for_route=all_three_pluggable;bottleneck=hypothesis_thermal_envelope_ZR;substitutability=msa_alts;affects_key_process=n/a;basis=OIF_targets_pluggable_DCO_plus_MSA_practice,,2026-07-24,封装形态；禁止把CPO/LPO架构写成该部件;Codex集成：无canonical structure证据，verified降为hypothesis
SN-COMP-HPCB,component,高速模块印制板,High-speed module PCB,承载高速电通道、电源分配与器件贴装的模块基板。,admitted,enabling,hypothesis,mandatory_for_route=typical;bottleneck=unknown;substitutability=medium;affects_key_process=assembly;basis=standard_module_bom_hypothesis,,2026-07-24,BOM常识级；无单一标准条款定义故confidence=hypothesis
SN-COMP-DD-DSP,component,直检PAM4 DSP/CDR,Direct-detect PAM4 DSP/CDR,直检可插拔模块内的PAM4重定时/均衡DSP或CDR，对接主机AUI与光驱动/TIA链路。,admitted,structural_critical,hypothesis,mandatory_for_route=DR8_2xFR4_retimed;bottleneck=hypothesis_power_serdes;substitutability=alt_LPO_out_of_scope;affects_key_process=n/a;basis=retimed_module_practice_802.3ck;not_a_process,,2026-07-24,部件不是测试工序；LPO无此芯片不在本路线
SN-COMP-DRIVER,component,激光/调制器驱动IC,Laser/modulator driver IC,为EML/调制器提供高速驱动电流或电压摆幅的驱动芯片。,admitted,enabling,hypothesis,mandatory_for_route=DD_and_often_coherent_frontend;bottleneck=hypothesis_bw_swing;substitutability=partial_integration;affects_key_process=n/a;basis=module_block_diagram_practice,,2026-07-24,可与激光器共封装；仍属部件而非工序
SN-COMP-TIA,component,跨阻放大器,Transimpedance amplifier,将光电探测器光电流转换为电压并提供前端增益的接收电芯片。,admitted,enabling,hypothesis,mandatory_for_route=DD_rx;bottleneck=hypothesis_noise_bw;substitutability=partial_integration;affects_key_process=n/a;basis=standard_DD_receiver_chain,,2026-07-24,直检接收链必需；相干路径由ICR内平衡探测+TIA类前端承担时可部分吸收;Codex集成：无canonical structure证据，verified降为hypothesis
SN-COMP-PIN-PD,component,PIN光电探测器,PIN photodetector,直检接收用光电二极管（常为阵列），将光功率转为光电流。,admitted,structural_critical,hypothesis,mandatory_for_route=DR8_2xFR4;bottleneck=unknown;substitutability=alt_APD_rare_in_these_PHYs;affects_key_process=n/a;basis=DD_PHY_receiver,,2026-07-24,仅直检；非相干ICR;Codex集成：无canonical structure证据，verified降为hypothesis
SN-COMP-MCU-CMIS,component,模块控制器MCU,Module controller MCU,运行CMIS等管理固件、传感器与内存映射的微控制器。,admitted,supporting,hypothesis,mandatory_for_route=typical_pluggable;bottleneck=no;substitutability=medium;affects_key_process=n/a;basis=CMIS_module_practice,,2026-07-24,supporting
SN-COMP-EML-1310,component,1310nm EML激光器,1310nm EML laser,电吸收调制激光器，用于DR8类单波长并行发送（每通道约1310nm窗口）。,admitted,enabling,hypothesis,具体EML实现并非路线定义必需，光源功能可由替代集成路线实现,,2026-07-24,IEEE规定波长/指标不规定必须EML；器件选型为hypothesis级结构常见实现;Codex集成：specific implementation由structural_critical降为enabling
SN-COMP-SIPH-TX,component,硅光发送引擎,Silicon-photonics transmit engine,基于硅光平台的发送光学引擎（激光器异质集成或外置激光+硅光调制），作为分立EML路径的替代实现。,admitted,bottleneck_candidate,hypothesis,mandatory_for_route=no_alt_path;bottleneck=hypothesis_laser_integration_yield;substitutability=alt_to_EML;affects_key_process=n/a;basis=hypothesis_from_common_800G_architectures;not_an_architecture_node,,2026-07-24,部件实现路径；硅光是平台/实现不是独立application；与EML alternative_to
SN-COMP-MPO-RECEPTACLE,component,MPO/MTP并行光口,MPO/MTP parallel optical receptacle,DR8并行单模光口机械/光学插座（如双MPO-12或MPO-16等实现变体）。,admitted,structural_critical,hypothesis,mandatory_for_route=DR8;bottleneck=no;substitutability=connector_variant_only;affects_key_process=n/a;basis=IEEE_DR8_MPO_TIA_FOTC_Cisco_DS,,2026-07-24,DR8特有相对LC;Codex集成：无canonical structure证据，verified降为hypothesis
SN-COMP-EML-CWDM4,component,CWDM4 EML激光阵列,CWDM4 EML laser array,覆盖1271/1291/1311/1331nm网格的电吸收调制激光器阵列（每FR4口4波长；2xFR4为两组）。,admitted,enabling,hypothesis,具体EML实现并非路线定义必需，光源功能可由替代集成路线实现,,2026-07-24,波长网格verified；EML器件选型hypothesis;Codex集成：specific implementation由structural_critical降为enabling
SN-COMP-CWDM-MUXDEMUX,component,CWDM合分波器件,CWDM mux/demux optics,将FR4四波长合波/分波的光学器件（薄膜滤波/PLC等实现）。,admitted,structural_critical,hypothesis,mandatory_for_route=2xFR4;bottleneck=hypothesis_IL_crosstalk_yield;substitutability=low_for_FR4;affects_key_process=n/a;basis=FR4_requires_mux_on_duplex_fiber,,2026-07-24,2xFR4特有相对DR8并行;Codex集成：无canonical structure证据，verified降为hypothesis
SN-COMP-LC-RECEPTACLE,component,双工LC光口,Duplex LC optical receptacle,2xFR4模块上两组双工LC光口（每组对应一个400G-FR4）。,admitted,structural_critical,hypothesis,mandatory_for_route=2xFR4;bottleneck=no;substitutability=connector_variant_only;affects_key_process=n/a;basis=2xFR4_datasheets_dual_LC,,2026-07-24,相对DR8的MPO;Codex集成：无canonical structure证据，verified降为hypothesis
SN-COMP-ITL,component,可调谐窄线宽激光器,Tunable narrow-linewidth laser,为相干发射/本振提供可调谐窄线宽光源（线侧DWDM）。,admitted,bottleneck_candidate,hypothesis,mandatory_for_route=400ZR;bottleneck=hypothesis_linewidth_power_tuning_speed;substitutability=low;affects_key_process=n/a;basis=coherent_TX_LO_required_by_ZR_architecture;device_spec_hypothesis,,2026-07-24,结构上相干链路需要光源+本振；具体器件指标瓶颈为hypothesis
SN-COMP-IQ-MOD,component,IQ调制器/相干发送前端,IQ modulator / coherent TX frontend,实现I/Q与偏振调制的光学前端（分立或PIC集成）。,admitted,structural_critical,hypothesis,mandatory_for_route=400ZR;bottleneck=hypothesis_bw_vpi_integration;substitutability=low;affects_key_process=n/a;basis=DP-16QAM_requires_IQ_mod;impl_hypothesis,,2026-07-24,功能必需→部件映射；实现形态hypothesis
SN-COMP-ICR,component,集成相干接收机,Integrated coherent receiver,含偏振分集光学混合器与平衡探测器的相干接收组件。,admitted,structural_critical,hypothesis,mandatory_for_route=400ZR;bottleneck=hypothesis_hybrid_pd_integration;substitutability=low;affects_key_process=n/a;basis=coherent_detection_block;impl_hypothesis,,2026-07-24,400ZR特有相对PIN直检
SN-COMP-COH-DSP,component,相干DSP芯片,Coherent DSP IC,执行相干解调算法与C-FEC编解码的数字信号处理器芯片。,admitted,bottleneck_candidate,hypothesis,mandatory_for_route=400ZR;bottleneck=hypothesis_power_area_in_pluggable;substitutability=low;affects_key_process=n/a;basis=OIF_requires_DSP_and_C-FEC;pluggable_power_hypothesis,,2026-07-24,OIF明确DSP+C-FEC；可插拔功耗/面积瓶颈hypothesis
SN-COMP-TEC,component,热电温控相关组件,TEC/thermal control elements,为窄线宽激光或相干光学前端提供温度稳定的热电/热通路组件。,proposed,enabling,hypothesis,mandatory_for_route=unknown_implementation_dependent;bottleneck=hypothesis_power_thermal;substitutability=medium;affects_key_process=n/a;basis=hypothesis_common_in_coherent_pluggables,,2026-07-24,非所有实现都分立露出；requiredness=unknown
SN-MAT-INP,material,InP化合物半导体,Indium phosphide,用于EML、部分调制器与光电探测器的III-V材料体系。,admitted,enabling,hypothesis,mandatory_for_route=common_for_EML_PD;bottleneck=hypothesis_epi_capacity;substitutability=partial_SiPh;affects_key_process=n/a;basis=III-V_optoelectronics_practice,,2026-07-24,材料层；非公司
SN-MAT-SI-PLATFORM,material,硅光集成平台,Silicon photonics integration platform,硅基光波导/调制器集成平台材料与工艺载体（作为部件实现的材料基础，不是产品路线或架构节点）。,admitted,enabling,hypothesis,mandatory_for_route=only_if_SiPh_path;bottleneck=hypothesis_laser_integration;substitutability=alt_InP_discrete;affects_key_process=n/a;basis=hypothesis_platform_for_SN-COMP-SIPH-TX,,2026-07-24,禁止把Silicon Photonics写成application/product_route；此处仅material
SN-MAT-SIGE-CMOS,material,SiGe/CMOS集成电路材料平台,SiGe/CMOS IC material platform,DSP、驱动、TIA等电芯片所依赖的硅基/SiGe集成电路材料与工艺平台。,admitted,enabling,hypothesis,mandatory_for_route=typical_ICs;bottleneck=unknown;substitutability=foundry_alts;affects_key_process=n/a;basis=hypothesis_standard_IC_platforms,,2026-07-24,支撑电芯片
SN-MAT-SILICA-FILTER,material,二氧化硅/薄膜滤波光材料,Silica/thin-film optical filter materials,CWDM合分波常用的PLC二氧化硅波导或薄膜滤波介质材料。,admitted,enabling,hypothesis,mandatory_for_route=2xFR4_mux;bottleneck=unknown;substitutability=medium;affects_key_process=n/a;basis=hypothesis_common_mux_technologies,,2026-07-24,服务SN-COMP-CWDM-MUXDEMUX
SN-PRC-100,process,III-V光芯片制造,III-V Optical Chip Fabrication,InP基激光器、EML、探测器等III-V族光芯片从外延生长到芯片级筛选的晶圆制造与芯片化流程,proposed,structural_critical,hypothesis,三条样板路线的光源均为III-V芯片(DR8为EML方案、FR4为CWDM EML、400ZR为可调谐激光器);路线必需性待structure证据,,2026-07-24,与SN-PRC-200构成芯片层并行分支;DR8光引擎层面与硅光方案互为替代(见SE-CLD-086)
SN-PRC-200,process,硅光子PIC制造,Silicon Photonics PIC Fabrication,基于SOI晶圆的硅光子集成芯片制造流程、通常在CMOS代工线完成,proposed,enabling,hypothesis,DR8与400ZR的可选实现分支，不是三路线共同必经；等待路线占比与结构证据,,2026-07-24,适用路线:800G-DR8;400ZR;Codex集成：由structural_critical降为enabling
SN-PRC-300,process,光组件与封装,Optical Component & Packaging,光芯片向可用光组件转化的封装与光学装配环节、含CoC、倒装、光学元件、合分波与光纤阵列,proposed,structural_critical,hypothesis,全路线必经的中间层;具体子工序构成随方案差异大,,2026-07-24,
SN-PRC-400,process,模块组装,Module Assembly,光电组件、PCBA与结构件集成为可插拔模块的组装流程,proposed,structural_critical,hypothesis,全路线必经,,2026-07-24,
SN-PRC-500,process,模块测试与老化,Module Test & Burn-in,模块级调试校准、老化、环境筛选与出货测试流程,proposed,structural_critical,hypothesis,全路线必经;测试项构成随路线差异大,,2026-07-24,
SN-PRC-101,process,InP外延生长,InP Epitaxial Growth,在InP衬底上生长量子阱有源区、限制层等外延结构,proposed,bottleneck_candidate,hypothesis,外延层质量直接决定激光器性能与良率;高速EML外延被普遍视为高壁垒环节(假设、待structure证据),,2026-07-24,
SN-PRC-102,process,光栅制作,Grating Fabrication,DFB/EML所需分布反馈光栅的曝光与刻蚀,proposed,enabling,hypothesis,决定单纵模工作与波长稳定性(假设),,2026-07-24,
SN-PRC-103,process,III-V晶圆光刻,III-V Wafer Lithography,波导、台面与电极图形的光刻,proposed,unknown,unknown,,,2026-07-24,Codex集成：无依据置信为unknown，importance_class由supporting降为unknown
SN-PRC-104,process,III-V刻蚀,III-V Etching,台面与波导的干法/湿法刻蚀,proposed,unknown,unknown,,,2026-07-24,Codex集成：无依据置信为unknown，importance_class由supporting降为unknown
SN-PRC-105,process,掩埋再生长,Buried Regrowth,掩埋异质结构所需的二次外延、是否需要取决于芯片结构设计,proposed,enabling,hypothesis,掩埋结构工艺难度高(假设);脊波导结构可省略本工序,,2026-07-24,requiredness为optional、见边注
SN-PRC-106,process,介质沉积与金属化,Dielectric Deposition & Metallization,钝化介质沉积与正面电极金属化,proposed,unknown,unknown,,,2026-07-24,Codex集成：无依据置信为unknown，importance_class由supporting降为unknown
SN-PRC-107,process,晶圆减薄与背面工艺,Wafer Thinning & Backside Process,晶圆减薄、背面金属化,proposed,unknown,unknown,,,2026-07-24,Codex集成：无依据置信为unknown，importance_class由supporting降为unknown
SN-PRC-108,process,解理与巴条切割,Cleaving & Bar Separation,晶圆解理为巴条并分割为单颗芯片,proposed,enabling,hypothesis,解理面质量影响端面与良率(假设),,2026-07-24,
SN-PRC-109,process,端面镀膜,Facet Coating,激光器端面AR/HR镀膜,proposed,enabling,hypothesis,端面膜层是出光效率与可靠性关键(假设),,2026-07-24,
SN-PRC-110,process,芯片测试,Chip-level Test,巴条/单颗芯片的LIV与光谱测试,proposed,unknown,unknown,,,2026-07-24,Codex集成：无依据置信为unknown，importance_class由enabling降为unknown
SN-PRC-111,process,芯片级老化筛选,Chip-level Burn-in Screening,激光器芯片高温加电筛选早期失效,proposed,enabling,hypothesis,激光器可靠性筛选的行业惯例(假设、各厂比例待核),,2026-07-24,
SN-PRC-201,process,硅波导图形化,Silicon Waveguide Patterning,DUV光刻与刻蚀形成波导、光栅耦合器等无源结构,proposed,enabling,hypothesis,波导损耗与线宽均匀性决定PIC性能(假设),,2026-07-24,通常由CMOS代工线完成
SN-PRC-202,process,掺杂与离子注入,Doping & Ion Implantation,调制器PN结等有源结构的掺杂,proposed,unknown,unknown,,,2026-07-24,Codex集成：无依据置信为unknown，importance_class由supporting降为unknown
SN-PRC-203,process,锗外延,Ge Epitaxy,锗光探测器的选区外延生长,proposed,enabling,hypothesis,锗探测器是硅光收端核心(假设),,2026-07-24,
SN-PRC-204,process,后段互连金属化,BEOL Metallization,硅光晶圆后段金属互连,proposed,unknown,unknown,,,2026-07-24,Codex集成：无依据置信为unknown，importance_class由supporting降为unknown
SN-PRC-205,process,硅光晶圆级测试,SiPh Wafer-level Test,借助光栅耦合器进行晶圆级光电联合测试,proposed,enabling,hypothesis,晶圆级可测性被认为是硅光成本优势来源(假设),,2026-07-24,
SN-PRC-206,process,切割与端面处理,Dicing & Facet Preparation,硅光晶圆切割及边缘耦合器端面处理,proposed,unknown,unknown,,,2026-07-24,Codex集成：无依据置信为unknown，importance_class由supporting降为unknown
SN-PRC-301,process,芯片贴装,Die Attach (Chip-on-Carrier),激光器/探测器芯片共晶焊接至陶瓷载体或基板,proposed,enabling,hypothesis,共晶质量影响散热与长期可靠性(假设),,2026-07-24,
SN-PRC-302,process,组件级引线键合,Component-level Wire Bonding,CoC层面的金丝键合互连,proposed,unknown,unknown,,,2026-07-24,Codex集成：无依据置信为unknown，importance_class由supporting降为unknown
SN-PRC-303,process,倒装键合,Flip-chip Bonding,EIC与PIC等芯片间高密度倒装互连,proposed,enabling,hypothesis,高速信号完整性依赖短互连(假设),,2026-07-24,主要用于硅光方案
SN-PRC-304,process,光学元件装配,Optics Assembly,透镜、隔离器等被动光学元件的装配,proposed,unknown,unknown,,,2026-07-24,Codex集成：无依据置信为unknown，importance_class由supporting降为unknown
SN-PRC-305,process,CWDM合分波组件装配,CWDM Mux/Demux Assembly,FR4路线4波长合分波器件的装配与对准,proposed,enabling,hypothesis,波分复用是FR4路线的定义性光学功能(假设),,2026-07-24,仅800G-2xFR4路线
SN-PRC-306,process,光纤阵列制作,Fiber Array Fabrication,V槽光纤阵列的组装与端面研磨,proposed,unknown,unknown,,,2026-07-24,DR8八纤并行必需;其他路线亦常用;Codex集成：无依据置信为unknown，importance_class由enabling降为unknown
SN-PRC-307,process,激光器-PIC集成,Laser-PIC Integration,外部光源与硅光PIC的贴装与光耦合,proposed,bottleneck_candidate,hypothesis,外部光源耦合损耗与节拍被普遍视为硅光方案难点(假设、待structure证据),,2026-07-24,仅硅光方案路线
SN-PRC-308,process,气密盒式封装,Hermetic Box Packaging,可调谐激光器等相干光组件的气密金盒封装,proposed,enabling,hypothesis,相干组件对气密性要求较高(假设;可插拔相干模块的实际气密要求待核),,2026-07-24,仅400ZR相关;requiredness待核
SN-PRC-309,process,组件测试,Component-level Test,CoC及光组件的LIV与光谱测试,proposed,unknown,unknown,,,2026-07-24,Codex集成：无依据置信为unknown，importance_class由supporting降为unknown
SN-PRC-401,process,PCBA贴装,PCBA SMT,DSP、驱动器、TIA等电芯片与被动元件的表面贴装,proposed,unknown,unknown,,,2026-07-24,Codex集成：无依据置信为unknown，importance_class由supporting降为unknown
SN-PRC-402,process,光引擎贴装,Optical Engine Die Attach (COB),光引擎/光芯片在模块基板上的COB固晶,proposed,unknown,unknown,,,2026-07-24,Codex集成：无依据置信为unknown，importance_class由enabling降为unknown
SN-PRC-403,process,模块级引线键合,Module-level Wire Bonding,COB层面的引线键合互连,proposed,unknown,unknown,,,2026-07-24,Codex集成：无依据置信为unknown，importance_class由supporting降为unknown
SN-PRC-404,process,光耦合与对准,Optical Coupling & Alignment,光芯片/组件与光纤或光学元件之间的对准与固定总成工序,proposed,bottleneck_candidate,hypothesis,普遍被视为模块组装的节拍与良率瓶颈(假设、待structure证据),,2026-07-24,含有源/无源两种子路径
SN-PRC-404A,process,有源耦合,Active Alignment,通电监测光功率的实时对准,proposed,enabling,hypothesis,高速模块主流方式、节拍长(假设),,2026-07-24,SN-PRC-404子工序
SN-PRC-404B,process,无源耦合,Passive Alignment,依赖机械基准与机器视觉的免通电对准,proposed,enabling,hypothesis,降本方向、精度要求高(假设),,2026-07-24,SN-PRC-404子工序
SN-PRC-405,process,点胶与固化,Dispensing & Curing,结构胶/光学胶点涂与UV/热固化,proposed,unknown,unknown,,,2026-07-24,Codex集成：无依据置信为unknown，importance_class由supporting降为unknown
SN-PRC-406,process,外壳与结构装配,Housing Assembly,模块外壳、散热与结构件装配,proposed,unknown,unknown,,,2026-07-24,Codex集成：无依据置信为unknown，importance_class由supporting降为unknown
SN-PRC-501,process,模块调试与校准,Module Tuning & Calibration,偏置、DSP参数与固件的调校写入;相干模块校准项显著更多,proposed,enabling,hypothesis,400ZR校准复杂度与耗时显著高于直检(假设),,2026-07-24,
SN-PRC-502,process,模块老化,Module Burn-in,模块高温加电老化筛选,proposed,structural_critical,hypothesis,行业惯例为出货前强制可靠性工序(假设、各厂时长与比例待核),,2026-07-24,
SN-PRC-503,process,温度循环与环境应力筛选,Temperature Cycling & ESS,温循及其他环境应力筛选,proposed,unknown,unknown,,,2026-07-24,100%全检还是抽检待核、requiredness=unknown;Codex集成：无依据置信为unknown，importance_class由supporting降为unknown
SN-PRC-504,process,眼图与误码测试,Eye Diagram & BER Test,发射眼图、灵敏度与误码率测试,proposed,structural_critical,hypothesis,出货判定必需(假设、以行业测试规范为待补证据),,2026-07-24,
SN-PRC-505,process,波长与光谱测试,Wavelength & Spectrum Test,波长栅格符合性与光谱指标测试,proposed,enabling,hypothesis,FR4波长栅格与400ZR波长精度是路线定义性指标(假设),,2026-07-24,主要适用800G-2xFR4;400ZR
SN-PRC-506,process,相干性能测试,Coherent Performance Test,星座图、OSNR容限、可调谐范围等相干指标测试,proposed,enabling,hypothesis,相干模块特有测试维度(假设),,2026-07-24,仅400ZR
SN-PRC-507,process,终检与出货检验,Final Inspection & Outgoing QA,外观、标签、软件版本与出货抽检,proposed,unknown,unknown,,,2026-07-24,Codex集成：无依据置信为unknown，importance_class由supporting降为unknown
SN-EQC-01,equipment_category,III-V外延设备,III-V Epitaxy Equipment,MOCVD/MBE外延生长设备、用于InP基外延与掩埋再生长,proposed,bottleneck_candidate,hypothesis,高端MOCVD产能与工艺know-how集中(假设、待structure证据),,2026-07-24,
SN-EQC-02,equipment_category,硅基锗外延设备,Ge-on-Si Epitaxy Equipment,锗探测器选区外延所需CVD类外延设备,proposed,unknown,unknown,,,2026-07-24,
