edge_id,source_node_id,target_node_id,relation_type,route_scope,requiredness,evidence_ids,notes
SE-DR8-PAR,SN-ROUTE-800G-DR8,SN-FN-PARALLEL-FIBER,implements,SN-ROUTE-800G-DR8,mandatory,,DR8特有;integrated_from=WP-GROK
SE-2X-ELEC,SN-ROUTE-800G-2XFR4,SN-FN-ELEC-HOST-IO,implements,SN-ROUTE-800G-2XFR4,mandatory,,800GAUI-8或2×400GAUI-4;integrated_from=WP-GROK
SE-2X-TX,SN-ROUTE-800G-2XFR4,SN-FN-OPT-TX,implements,SN-ROUTE-800G-2XFR4,mandatory,,integrated_from=WP-GROK
SE-2X-RX,SN-ROUTE-800G-2XFR4,SN-FN-OPT-RX,implements,SN-ROUTE-800G-2XFR4,mandatory,,integrated_from=WP-GROK
SE-2X-MGMT,SN-ROUTE-800G-2XFR4,SN-FN-MODULE-MGMT,implements,SN-ROUTE-800G-2XFR4,mandatory,,integrated_from=WP-GROK
SE-2X-PAM4,SN-ROUTE-800G-2XFR4,SN-FN-PAM4-SIG,implements,SN-ROUTE-800G-2XFR4,mandatory,,integrated_from=WP-GROK
SE-2X-FEC,SN-ROUTE-800G-2XFR4,SN-FN-HOST-FEC-TARGET,implements,SN-ROUTE-800G-2XFR4,mandatory,,integrated_from=WP-GROK
SE-2X-CWDM,SN-ROUTE-800G-2XFR4,SN-FN-CWDM-MUX,implements,SN-ROUTE-800G-2XFR4,mandatory,,2xFR4特有;integrated_from=WP-GROK
SE-ZR-ELEC,SN-ROUTE-400ZR,SN-FN-ELEC-HOST-IO,implements,SN-ROUTE-400ZR,mandatory,,400G主机侧电接口;integrated_from=WP-GROK
SE-ZR-TX,SN-ROUTE-400ZR,SN-FN-OPT-TX,implements,SN-ROUTE-400ZR,mandatory,,integrated_from=WP-GROK
SE-ZR-RX,SN-ROUTE-400ZR,SN-FN-OPT-RX,implements,SN-ROUTE-400ZR,mandatory,,integrated_from=WP-GROK
SE-ZR-MGMT,SN-ROUTE-400ZR,SN-FN-MODULE-MGMT,implements,SN-ROUTE-400ZR,mandatory,,integrated_from=WP-GROK
SE-ZR-COHMOD,SN-ROUTE-400ZR,SN-FN-COH-MOD,implements,SN-ROUTE-400ZR,mandatory,,400ZR特有;integrated_from=WP-GROK
SE-ZR-COHRX,SN-ROUTE-400ZR,SN-FN-COH-DETECT,implements,SN-ROUTE-400ZR,mandatory,,400ZR特有;integrated_from=WP-GROK
SE-ZR-DSP,SN-ROUTE-400ZR,SN-FN-COH-DSP-FEC,implements,SN-ROUTE-400ZR,mandatory,,400ZR特有;integrated_from=WP-GROK
SE-ZR-TUNE,SN-ROUTE-400ZR,SN-FN-DWDM-TUNE,implements,SN-ROUTE-400ZR,mandatory,,400ZR特有;integrated_from=WP-GROK
SE-FN-TX-EML1310,SN-FN-OPT-TX,SN-COMP-EML-1310,requires,SN-ROUTE-800G-DR8,route_specific,,DR8常见分立发送器件;integrated_from=WP-GROK
SE-FN-TX-SIPH,SN-FN-OPT-TX,SN-COMP-SIPH-TX,requires,SN-ROUTE-800G-DR8,optional,,DR8替代发送实现;integrated_from=WP-GROK
SE-FN-TX-CWDMEML,SN-FN-OPT-TX,SN-COMP-EML-CWDM4,requires,SN-ROUTE-800G-2XFR4,route_specific,,2xFR4典型发送;integrated_from=WP-GROK
SE-FN-TX-IQ,SN-FN-OPT-TX,SN-COMP-IQ-MOD,requires,SN-ROUTE-400ZR,mandatory,,相干发送前端;integrated_from=WP-GROK
SE-FN-TX-ITL,SN-FN-OPT-TX,SN-COMP-ITL,requires,SN-ROUTE-400ZR,mandatory,,线侧/本振光源;integrated_from=WP-GROK
SE-FN-RX-PIN,SN-FN-OPT-RX,SN-COMP-PIN-PD,requires,SN-ROUTE-800G-DR8;SN-ROUTE-800G-2XFR4,mandatory,,直检接收;integrated_from=WP-GROK
SE-FN-RX-TIA,SN-FN-OPT-RX,SN-COMP-TIA,requires,SN-ROUTE-800G-DR8;SN-ROUTE-800G-2XFR4,mandatory,,直检TIA;integrated_from=WP-GROK
SE-FN-RX-ICR,SN-FN-OPT-RX,SN-COMP-ICR,requires,SN-ROUTE-400ZR,mandatory,,相干接收;integrated_from=WP-GROK
SE-FN-ELEC-DSPDD,SN-FN-ELEC-HOST-IO,SN-COMP-DD-DSP,requires,SN-ROUTE-800G-DR8;SN-ROUTE-800G-2XFR4,mandatory,,重定时直检;integrated_from=WP-GROK
SE-FN-ELEC-PCB,SN-FN-ELEC-HOST-IO,SN-COMP-HPCB,requires,SN-ROUTE-800G-DR8;SN-ROUTE-800G-2XFR4;SN-ROUTE-400ZR,mandatory,,integrated_from=WP-GROK
SE-FN-PAM4-DSP,SN-FN-PAM4-SIG,SN-COMP-DD-DSP,requires,SN-ROUTE-800G-DR8;SN-ROUTE-800G-2XFR4,mandatory,,integrated_from=WP-GROK
SE-FN-PAM4-DRV,SN-FN-PAM4-SIG,SN-COMP-DRIVER,requires,SN-ROUTE-800G-DR8;SN-ROUTE-800G-2XFR4,route_specific,,驱动可独立或集成;integrated_from=WP-GROK
SE-FN-PAR-MPO,SN-FN-PARALLEL-FIBER,SN-COMP-MPO-RECEPTACLE,requires,SN-ROUTE-800G-DR8,mandatory,,integrated_from=WP-GROK
SE-FN-CWDM-MUX,SN-FN-CWDM-MUX,SN-COMP-CWDM-MUXDEMUX,requires,SN-ROUTE-800G-2XFR4,mandatory,,integrated_from=WP-GROK
SE-FN-CWDM-LC,SN-FN-CWDM-MUX,SN-COMP-LC-RECEPTACLE,requires,SN-ROUTE-800G-2XFR4,mandatory,,双工光纤口;integrated_from=WP-GROK
SE-FN-MGMT-MCU,SN-FN-MODULE-MGMT,SN-COMP-MCU-CMIS,requires,SN-ROUTE-800G-DR8;SN-ROUTE-800G-2XFR4;SN-ROUTE-400ZR,mandatory,,integrated_from=WP-GROK
SE-FN-COHMOD-IQ,SN-FN-COH-MOD,SN-COMP-IQ-MOD,requires,SN-ROUTE-400ZR,mandatory,,integrated_from=WP-GROK
SE-FN-COHMOD-ITL,SN-FN-COH-MOD,SN-COMP-ITL,requires,SN-ROUTE-400ZR,mandatory,,integrated_from=WP-GROK
SE-FN-COHDET-ICR,SN-FN-COH-DETECT,SN-COMP-ICR,requires,SN-ROUTE-400ZR,mandatory,,integrated_from=WP-GROK
SE-FN-DSP-CHIP,SN-FN-COH-DSP-FEC,SN-COMP-COH-DSP,requires,SN-ROUTE-400ZR,mandatory,,integrated_from=WP-GROK
SE-FN-TUNE-ITL,SN-FN-DWDM-TUNE,SN-COMP-ITL,requires,SN-ROUTE-400ZR,mandatory,,integrated_from=WP-GROK
SE-RT-DR8-HOUSING,SN-ROUTE-800G-DR8,SN-COMP-PLUG-HOUSING,requires,SN-ROUTE-800G-DR8,mandatory,,可插拔形态;integrated_from=WP-GROK
SE-RT-2X-HOUSING,SN-ROUTE-800G-2XFR4,SN-COMP-PLUG-HOUSING,requires,SN-ROUTE-800G-2XFR4,mandatory,,integrated_from=WP-GROK
SE-RT-ZR-HOUSING,SN-ROUTE-400ZR,SN-COMP-PLUG-HOUSING,requires,SN-ROUTE-400ZR,mandatory,,OIF目标pluggable DCO;integrated_from=WP-GROK
SE-RT-ZR-TEC,SN-ROUTE-400ZR,SN-COMP-TEC,requires,SN-ROUTE-400ZR,unknown,,实现相关;integrated_from=WP-GROK
SE-RT-DR8-EML,SN-ROUTE-800G-DR8,SN-COMP-EML-1310,requires,SN-ROUTE-800G-DR8,route_specific,,与硅光路径二选一常见;integrated_from=WP-GROK
SE-RT-DR8-SIPH,SN-ROUTE-800G-DR8,SN-COMP-SIPH-TX,requires,SN-ROUTE-800G-DR8,optional,,替代路径;integrated_from=WP-GROK
SE-RT-DR8-MPO,SN-ROUTE-800G-DR8,SN-COMP-MPO-RECEPTACLE,requires,SN-ROUTE-800G-DR8,mandatory,,integrated_from=WP-GROK
SE-RT-DR8-PIN,SN-ROUTE-800G-DR8,SN-COMP-PIN-PD,requires,SN-ROUTE-800G-DR8,mandatory,,integrated_from=WP-GROK
SE-RT-DR8-DSP,SN-ROUTE-800G-DR8,SN-COMP-DD-DSP,requires,SN-ROUTE-800G-DR8,mandatory,,integrated_from=WP-GROK
SE-RT-2X-EML,SN-ROUTE-800G-2XFR4,SN-COMP-EML-CWDM4,requires,SN-ROUTE-800G-2XFR4,route_specific,,integrated_from=WP-GROK
SE-RT-2X-MUX,SN-ROUTE-800G-2XFR4,SN-COMP-CWDM-MUXDEMUX,requires,SN-ROUTE-800G-2XFR4,mandatory,,integrated_from=WP-GROK
SE-RT-2X-LC,SN-ROUTE-800G-2XFR4,SN-COMP-LC-RECEPTACLE,requires,SN-ROUTE-800G-2XFR4,mandatory,,integrated_from=WP-GROK
SE-RT-2X-PIN,SN-ROUTE-800G-2XFR4,SN-COMP-PIN-PD,requires,SN-ROUTE-800G-2XFR4,mandatory,,integrated_from=WP-GROK
SE-RT-2X-DSP,SN-ROUTE-800G-2XFR4,SN-COMP-DD-DSP,requires,SN-ROUTE-800G-2XFR4,mandatory,,integrated_from=WP-GROK
SE-RT-ZR-ITL,SN-ROUTE-400ZR,SN-COMP-ITL,requires,SN-ROUTE-400ZR,mandatory,,integrated_from=WP-GROK
SE-RT-ZR-IQ,SN-ROUTE-400ZR,SN-COMP-IQ-MOD,requires,SN-ROUTE-400ZR,mandatory,,integrated_from=WP-GROK
SE-RT-ZR-ICR,SN-ROUTE-400ZR,SN-COMP-ICR,requires,SN-ROUTE-400ZR,mandatory,,integrated_from=WP-GROK
SE-RT-ZR-DSP,SN-ROUTE-400ZR,SN-COMP-COH-DSP,requires,SN-ROUTE-400ZR,mandatory,,integrated_from=WP-GROK
SE-MAT-EML-INP,SN-COMP-EML-1310,SN-MAT-INP,uses_material,SN-ROUTE-800G-DR8,route_specific,,integrated_from=WP-GROK
SE-MAT-CWDMEML-INP,SN-COMP-EML-CWDM4,SN-MAT-INP,uses_material,SN-ROUTE-800G-2XFR4,route_specific,,integrated_from=WP-GROK
SE-MAT-PIN-INP,SN-COMP-PIN-PD,SN-MAT-INP,uses_material,SN-ROUTE-800G-DR8;SN-ROUTE-800G-2XFR4,route_specific,,PIN亦常见InGaAs/InP系;integrated_from=WP-GROK
SE-MAT-SIPH-PLAT,SN-COMP-SIPH-TX,SN-MAT-SI-PLATFORM,uses_material,SN-ROUTE-800G-DR8,optional,,integrated_from=WP-GROK
SE-MAT-DSPDD-SI,SN-COMP-DD-DSP,SN-MAT-SIGE-CMOS,uses_material,SN-ROUTE-800G-DR8;SN-ROUTE-800G-2XFR4,mandatory,,integrated_from=WP-GROK
SE-MAT-COHDSP-SI,SN-COMP-COH-DSP,SN-MAT-SIGE-CMOS,uses_material,SN-ROUTE-400ZR,mandatory,,integrated_from=WP-GROK
SE-MAT-TIA-SI,SN-COMP-TIA,SN-MAT-SIGE-CMOS,uses_material,SN-ROUTE-800G-DR8;SN-ROUTE-800G-2XFR4,mandatory,,integrated_from=WP-GROK
SE-MAT-MUX-SILICA,SN-COMP-CWDM-MUXDEMUX,SN-MAT-SILICA-FILTER,uses_material,SN-ROUTE-800G-2XFR4,route_specific,,薄膜/PLC等;integrated_from=WP-GROK
SE-MAT-IQ-INP,SN-COMP-IQ-MOD,SN-MAT-INP,uses_material,SN-ROUTE-400ZR,optional,,InP PIC为常见实现之一；硅光调制亦可能;integrated_from=WP-GROK
SE-ALT-EML-SIPH,SN-COMP-EML-1310,SN-COMP-SIPH-TX,alternative_to,SN-ROUTE-800G-DR8,optional,,DR8发送实现二选一常见分叉;integrated_from=WP-GROK
SE-ALT-PAR-CWDM,SN-FN-PARALLEL-FIBER,SN-FN-CWDM-MUX,alternative_to,SN-ROUTE-800G-DR8;SN-ROUTE-800G-2XFR4,route_specific,,空间复用 vs 波分；分属不同产品路线;integrated_from=WP-GROK
SE-CLD-001,SN-PRC-101,SN-PRC-100,part_of,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-002,SN-PRC-102,SN-PRC-100,part_of,all,mandatory,,DFB/EML类光源必需;FP等无光栅结构不适用、本轮路线均为单纵模光源;integrated_from=WP-CLAUDE
SE-CLD-003,SN-PRC-103,SN-PRC-100,part_of,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-004,SN-PRC-104,SN-PRC-100,part_of,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-005,SN-PRC-105,SN-PRC-100,part_of,all,optional,,取决于掩埋/脊波导结构设计;integrated_from=WP-CLAUDE
SE-CLD-006,SN-PRC-106,SN-PRC-100,part_of,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-007,SN-PRC-107,SN-PRC-100,part_of,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-008,SN-PRC-108,SN-PRC-100,part_of,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-009,SN-PRC-109,SN-PRC-100,part_of,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-010,SN-PRC-110,SN-PRC-100,part_of,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-011,SN-PRC-111,SN-PRC-100,part_of,all,mandatory,,筛选比例与时长各厂不同;integrated_from=WP-CLAUDE
SE-CLD-012,SN-PRC-201,SN-PRC-200,part_of,SN-ROUTE-800G-DR8;SN-ROUTE-400ZR,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-013,SN-PRC-202,SN-PRC-200,part_of,SN-ROUTE-800G-DR8;SN-ROUTE-400ZR,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-014,SN-PRC-203,SN-PRC-200,part_of,SN-ROUTE-800G-DR8;SN-ROUTE-400ZR,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-015,SN-PRC-204,SN-PRC-200,part_of,SN-ROUTE-800G-DR8;SN-ROUTE-400ZR,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-016,SN-PRC-205,SN-PRC-200,part_of,SN-ROUTE-800G-DR8;SN-ROUTE-400ZR,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-017,SN-PRC-206,SN-PRC-200,part_of,SN-ROUTE-800G-DR8;SN-ROUTE-400ZR,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-018,SN-PRC-301,SN-PRC-300,part_of,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-019,SN-PRC-302,SN-PRC-300,part_of,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-020,SN-PRC-303,SN-PRC-300,part_of,SN-ROUTE-800G-DR8;SN-ROUTE-400ZR,route_specific,,主要用于硅光方案EIC-PIC互连;integrated_from=WP-CLAUDE
SE-CLD-021,SN-PRC-304,SN-PRC-300,part_of,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-022,SN-PRC-305,SN-PRC-300,part_of,SN-ROUTE-800G-2XFR4,route_specific,,FR4路线定义性光学工序;integrated_from=WP-CLAUDE
SE-CLD-023,SN-PRC-306,SN-PRC-300,part_of,all,mandatory,,DR8八纤并行必需;其他路线亦常用;integrated_from=WP-CLAUDE
SE-CLD-024,SN-PRC-307,SN-PRC-300,part_of,SN-ROUTE-800G-DR8;SN-ROUTE-400ZR,route_specific,,仅硅光方案需要外部光源集成;integrated_from=WP-CLAUDE
SE-CLD-025,SN-PRC-308,SN-PRC-300,part_of,SN-ROUTE-400ZR,unknown,,可插拔相干模块气密性要求待核;integrated_from=WP-CLAUDE
SE-CLD-026,SN-PRC-309,SN-PRC-300,part_of,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-027,SN-PRC-401,SN-PRC-400,part_of,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-028,SN-PRC-402,SN-PRC-400,part_of,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-029,SN-PRC-403,SN-PRC-400,part_of,all,mandatory,,倒装互连方案中键合量减少但通常仍存在;integrated_from=WP-CLAUDE
SE-CLD-030,SN-PRC-404,SN-PRC-400,part_of,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-031,SN-PRC-404A,SN-PRC-404,part_of,all,optional,,与无源耦合互为替代路径;integrated_from=WP-CLAUDE
SE-CLD-032,SN-PRC-404B,SN-PRC-404,part_of,all,optional,,与有源耦合互为替代路径;integrated_from=WP-CLAUDE
SE-CLD-033,SN-PRC-405,SN-PRC-400,part_of,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-034,SN-PRC-406,SN-PRC-400,part_of,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-035,SN-PRC-501,SN-PRC-500,part_of,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-036,SN-PRC-502,SN-PRC-500,part_of,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-037,SN-PRC-503,SN-PRC-500,part_of,all,unknown,,全检还是抽检待核;integrated_from=WP-CLAUDE
SE-CLD-038,SN-PRC-504,SN-PRC-500,part_of,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-039,SN-PRC-505,SN-PRC-500,part_of,SN-ROUTE-800G-2XFR4;SN-ROUTE-400ZR,route_specific,,DR8可能仅抽检光谱、待核;integrated_from=WP-CLAUDE
SE-CLD-040,SN-PRC-506,SN-PRC-500,part_of,SN-ROUTE-400ZR,route_specific,,integrated_from=WP-CLAUDE
SE-CLD-041,SN-PRC-507,SN-PRC-500,part_of,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-042,SN-PRC-101,SN-PRC-102,precedes,all,mandatory,,DFB光栅位于外延层间、实际为外延-光栅-再生长交织、此处线性化简化;integrated_from=WP-CLAUDE
SE-CLD-043,SN-PRC-102,SN-PRC-103,precedes,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-044,SN-PRC-103,SN-PRC-104,precedes,all,mandatory,,实际光刻-刻蚀多轮循环、此处简化为单次;integrated_from=WP-CLAUDE
SE-CLD-045,SN-PRC-104,SN-PRC-105,precedes,all,optional,,脊波导流程跳过SN-PRC-105直接进入SN-PRC-106;integrated_from=WP-CLAUDE
SE-CLD-046,SN-PRC-105,SN-PRC-106,precedes,all,optional,,integrated_from=WP-CLAUDE
SE-CLD-047,SN-PRC-104,SN-PRC-106,precedes,all,optional,,无掩埋再生长时的直连路径;integrated_from=WP-CLAUDE
SE-CLD-048,SN-PRC-106,SN-PRC-107,precedes,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-049,SN-PRC-107,SN-PRC-108,precedes,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-050,SN-PRC-108,SN-PRC-109,precedes,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-051,SN-PRC-109,SN-PRC-110,precedes,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-052,SN-PRC-110,SN-PRC-111,precedes,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-053,SN-PRC-201,SN-PRC-202,precedes,SN-ROUTE-800G-DR8;SN-ROUTE-400ZR,mandatory,,实际代工流程中注入与图形化交织、此处线性化简化;integrated_from=WP-CLAUDE
SE-CLD-054,SN-PRC-202,SN-PRC-203,precedes,SN-ROUTE-800G-DR8;SN-ROUTE-400ZR,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-055,SN-PRC-203,SN-PRC-204,precedes,SN-ROUTE-800G-DR8;SN-ROUTE-400ZR,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-056,SN-PRC-204,SN-PRC-205,precedes,SN-ROUTE-800G-DR8;SN-ROUTE-400ZR,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-057,SN-PRC-205,SN-PRC-206,precedes,SN-ROUTE-800G-DR8;SN-ROUTE-400ZR,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-058,SN-PRC-100,SN-PRC-300,precedes,all,mandatory,,芯片层到组件层的阶段先后;integrated_from=WP-CLAUDE
SE-CLD-059,SN-PRC-200,SN-PRC-300,precedes,SN-ROUTE-800G-DR8;SN-ROUTE-400ZR,route_specific,,integrated_from=WP-CLAUDE
SE-CLD-060,SN-PRC-300,SN-PRC-400,precedes,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-061,SN-PRC-400,SN-PRC-500,precedes,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-062,SN-PRC-111,SN-PRC-301,precedes,all,mandatory,,III-V芯片流入组件封装的分支汇合点;integrated_from=WP-CLAUDE
SE-CLD-063,SN-PRC-206,SN-PRC-303,precedes,SN-ROUTE-800G-DR8;SN-ROUTE-400ZR,route_specific,,硅光die流入倒装键合的分支汇合点;integrated_from=WP-CLAUDE
SE-CLD-064,SN-PRC-206,SN-PRC-307,precedes,SN-ROUTE-800G-DR8;SN-ROUTE-400ZR,route_specific,,integrated_from=WP-CLAUDE
SE-CLD-065,SN-PRC-301,SN-PRC-302,precedes,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-066,SN-PRC-302,SN-PRC-309,precedes,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-067,SN-PRC-303,SN-PRC-307,precedes,SN-ROUTE-800G-DR8;SN-ROUTE-400ZR,unknown,,先电互连后光源集成为一种常见顺序、实际依方案而定;integrated_from=WP-CLAUDE
SE-CLD-068,SN-PRC-304,SN-PRC-404,precedes,all,mandatory,,光学元件备料线汇入耦合总成;integrated_from=WP-CLAUDE
SE-CLD-069,SN-PRC-305,SN-PRC-404,precedes,SN-ROUTE-800G-2XFR4,route_specific,,合分波组件汇入耦合总成;integrated_from=WP-CLAUDE
SE-CLD-070,SN-PRC-306,SN-PRC-404,precedes,all,mandatory,,光纤阵列备料线汇入耦合总成;integrated_from=WP-CLAUDE
SE-CLD-071,SN-PRC-401,SN-PRC-402,precedes,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-072,SN-PRC-402,SN-PRC-403,precedes,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-073,SN-PRC-403,SN-PRC-404,precedes,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-074,SN-PRC-404,SN-PRC-405,precedes,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-075,SN-PRC-405,SN-PRC-406,precedes,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-076,SN-PRC-406,SN-PRC-501,precedes,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-077,SN-PRC-501,SN-PRC-502,precedes,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-078,SN-PRC-502,SN-PRC-503,precedes,all,unknown,,温循是否100%在线待核;integrated_from=WP-CLAUDE
SE-CLD-079,SN-PRC-503,SN-PRC-504,precedes,all,unknown,,integrated_from=WP-CLAUDE
SE-CLD-080,SN-PRC-502,SN-PRC-504,precedes,all,optional,,温循为抽检时的直连路径;integrated_from=WP-CLAUDE
SE-CLD-081,SN-PRC-504,SN-PRC-505,precedes,SN-ROUTE-800G-2XFR4;SN-ROUTE-400ZR,route_specific,,integrated_from=WP-CLAUDE
SE-CLD-082,SN-PRC-505,SN-PRC-506,precedes,SN-ROUTE-400ZR,route_specific,,integrated_from=WP-CLAUDE
SE-CLD-083,SN-PRC-506,SN-PRC-507,precedes,SN-ROUTE-400ZR,route_specific,,integrated_from=WP-CLAUDE
SE-CLD-084,SN-PRC-504,SN-PRC-507,precedes,SN-ROUTE-800G-DR8,route_specific,,DR8无强制波长栅格测试时的直连路径;integrated_from=WP-CLAUDE
SE-CLD-085,SN-PRC-505,SN-PRC-507,precedes,SN-ROUTE-800G-2XFR4,route_specific,,integrated_from=WP-CLAUDE
SE-CLD-086,SN-PRC-100,SN-PRC-200,alternative_to,SN-ROUTE-800G-DR8,route_specific,,仅指DR8光引擎实现路径互替(EML方案vs硅光方案);400ZR中两者互补(可调光源为III-V、引擎多为硅光)、FR4通常仅用III-V;integrated_from=WP-CLAUDE
SE-CLD-087,SN-PRC-404A,SN-PRC-404B,alternative_to,all,optional,,依产品设计与产能策略选择;高速模块以有源耦合为主(假设);integrated_from=WP-CLAUDE
SE-CLD-088,SN-PRC-101,SN-EQC-01,enabled_by,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-089,SN-PRC-105,SN-EQC-01,enabled_by,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-090,SN-PRC-102,SN-EQC-04,enabled_by,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-091,SN-PRC-102,SN-EQC-05,enabled_by,all,mandatory,,光栅刻蚀;integrated_from=WP-CLAUDE
SE-CLD-092,SN-PRC-103,SN-EQC-03,enabled_by,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-093,SN-PRC-104,SN-EQC-05,enabled_by,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-094,SN-PRC-106,SN-EQC-06,enabled_by,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-095,SN-PRC-107,SN-EQC-08,enabled_by,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-096,SN-PRC-108,SN-EQC-09,enabled_by,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-097,SN-PRC-109,SN-EQC-10,enabled_by,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-098,SN-PRC-110,SN-EQC-11,enabled_by,all,mandatory,,integrated_from=WP-CLAUDE
SE-CLD-099,SN-PRC-110,SN-EQC-24,enabled_by,all,mandatory,,芯片光谱测试;integrated_from=WP-CLAUDE
SE-CLD-100,SN-PRC-111,SN-EQC-21,enabled_by,all,mandatory,,芯片级老化设备与模块级形态不同、本轮同类;integrated_from=WP-CLAUDE
SE-CLD-101,SN-PRC-201,SN-EQC-03,enabled_by,SN-ROUTE-800G-DR8;SN-ROUTE-400ZR,mandatory,,硅光用DUV档次光刻;integrated_from=WP-CLAUDE
